step,lt,err,locked,pred_x,pred_y,pred_z,true_x,true_y,true_z,drive_x,drive_y,drive_z,drive_xz
534,9.67181,0.0522447,1,0.0625475,0.0970032,-0.358568,0.0822673,0.139904,-0.281372,0.0625475,0.0970032,-0.322711,-0.0156993
535,9.68992,0.0478469,1,0.0732823,0.116014,-0.379735,0.0937273,0.156107,-0.310147,0.0732823,0.116014,-0.341762,-0.0194795
536,9.70803,0.043515,1,0.0862332,0.138854,-0.398077,0.106384,0.175967,-0.335649,0.0862332,0.138854,-0.358269,-0.0240292
537,9.72614,0.0390253,1,0.101803,0.166183,-0.412928,0.120721,0.199899,-0.357482,0.101803,0.166183,-0.371635,-0.029426
538,9.74426,0.0338965,1,0.119737,0.198859,-0.422706,0.137216,0.228375,-0.375059,0.119737,0.198859,-0.380436,-0.0354296
539,9.76237,0.0283361,1,0.140419,0.237629,-0.427133,0.156347,0.2619,-0.387559,0.140419,0.237629,-0.384419,-0.0419843
540,9.78048,0.0223476,1,0.165039,0.282729,-0.425202,0.178598,0.300936,-0.393851,0.165039,0.282729,-0.382682,-0.0491224
541,9.79859,0.0155577,1,0.195054,0.335398,-0.415443,0.204435,0.345804,-0.392425,0.195054,0.335398,-0.373899,-0.0567236
542,9.8167,0.00803406,1,0.229018,0.394867,-0.394114,0.23427,0.396495,-0.381331,0.229018,0.394867,-0.354703,-0.0631814
543,9.83482,0.00320971,1,0.268117,0.457726,-0.359759,0.268391,0.452408,-0.358161,0.268117,0.457726,-0.323783,-0.0675201
544,9.85293,0.0104342,1,0.312911,0.523895,-0.307991,0.306837,0.511973,-0.320139,0.312911,0.523895,-0.277192,-0.0674616
545,9.87104,0.021065,1,0.361103,0.587638,-0.233578,0.349231,0.57219,-0.264426,0.361103,0.587638,-0.21022,-0.059042
546,9.88915,0.0338747,1,0.4108,0.643198,-0.13441,0.394549,0.628191,-0.188754,0.4108,0.643198,-0.120969,-0.0386511
547,9.90726,0.0473564,1,0.45987,0.680269,-0.0130269,0.44088,0.673054,-0.0924952,0.45987,0.680269,-0.0117242,-0.00419347
548,9.92538,0.0619479,1,0.504548,0.689077,0.127052,0.485239,0.698281,0.0219091,0.504548,0.689077,0.114347,0.0448728
549,9.94349,0.0756502,1,0.540483,0.661621,0.273111,0.523608,0.695353,0.147627,0.540483,0.661621,0.2458,0.103328
550,9.9616,0.0859335,1,0.559717,0.591074,0.405576,0.551359,0.658437,0.273114,0.559717,0.591074,0.365018,0.158905
551,9.97971,0.0927707,1,0.558443,0.482613,0.50546,0.564141,0.587414,0.38379,0.558443,0.482613,0.454914,0.197589
552,9.99782,0.0985499,1,0.535576,0.353748,0.566621,0.559052,0.489498,0.465838,0.535576,0.353748,0.509959,0.212428
553,10.0159,0.0969144,1,0.494615,0.228724,0.57575,0.535631,0.377895,0.510611,0.494615,0.228724,0.518175,0.199342
554,10.034,0.0936767,1,0.439068,0.118582,0.546064,0.496142,0.267691,0.517166,0.439068,0.118582,0.491457,0.167831
555,10.0522,0.0907433,1,0.374964,0.0304959,0.49384,0.44497,0.171196,0.49146,0.374964,0.0304959,0.444456,0.129621
556,10.0703,0.0881236,1,0.308648,-0.0344442,0.426541,0.387447,0.0952244,0.443099,0.308648,-0.0344442,0.383887,0.0921558
557,10.0884,0.083217,1,0.24599,-0.0736023,0.353642,0.328636,0.0410817,0.381791,0.24599,-0.0736023,0.318278,0.0608947
558,10.1065,0.0780179,1,0.188802,-0.0943743,0.281807,0.27254,0.00630477,0.315155,0.188802,-0.0943743,0.253626,0.037244
559,10.1246,0.0722259,1,0.141182,-0.102562,0.213793,0.221798,-0.0132753,0.248124,0.141182,-0.102562,0.192414,0.0211286
560,10.1427,0.068236,1,0.100338,-0.104544,0.149319,0.177783,-0.0220097,0.18336,0.100338,-0.104544,0.134387,0.0104876
561,10.1608,0.0665524,1,0.0649159,-0.104537,0.0908357,0.140879,-0.0236281,0.121995,0.0649159,-0.104537,0.0817521,0.00412767
562,10.1789,0.0649905,1,0.0378418,-0.101401,0.0346582,0.110809,-0.0209736,0.0643001,0.0378418,-0.101401,0.0311923,0.00091807
563,10.1971,0.0646312,1,0.0162919,-0.0983684,-0.0175408,0.0869081,-0.0160354,0.0101392,0.0162919,-0.0983684,-0.0157867,-0.000200041
564,10.2152,0.0649949,1,-0.000467876,-0.0959113,-0.0647407,0.0683436,-0.0101021,-0.0407658,-0.000467876,-0.0959113,-0.0582666,2.12034e-05
565,10.2333,0.0664342,1,-0.0141847,-0.0943423,-0.108314,0.0542497,-0.00393817,-0.0887095,-0.0141847,-0.0943423,-0.0974822,0.00107548
566,10.2514,0.0689547,1,-0.0249823,-0.0941859,-0.150312,0.0438164,0.00206052,-0.133953,-0.0249823,-0.0941859,-0.135281,0.00262859
567,10.2695,0.0726576,1,-0.0340541,-0.09576,-0.189755,0.0363329,0.0077434,-0.176713,-0.0340541,-0.09576,-0.170779,0.00452335
568,10.2876,0.0785597,1,-0.043273,-0.100476,-0.225198,0.031206,0.013116,-0.217166,-0.043273,-0.100476,-0.202678,0.0068215
569,10.3057,0.0851064,1,-0.0511089,-0.106063,-0.259498,0.0279606,0.0182788,-0.255457,-0.0511089,-0.106063,-0.233548,0.00928385
570,10.3238,0.092343,1,-0.0577291,-0.112734,-0.293423,0.0262316,0.023388,-0.291706,-0.0577291,-0.112734,-0.264081,0.0118573
571,10.342,0.101608,1,-0.06513,-0.122075,-0.32547,0.0257518,0.0286324,-0.326017,-0.06513,-0.122075,-0.292923,0.0148385
572,10.3601,0.113442,1,-0.0736864,-0.134846,-0.354217,0.0263385,0.0342226,-0.358475,-0.0736864,-0.134846,-0.318795,0.0182707
573,10.3782,0.128237,1,-0.0834318,-0.151569,-0.379339,0.0278824,0.0403879,-0.389154,-0.0834318,-0.151569,-0.341405,0.0221543
574,10.3963,0.145331,1,-0.0942649,-0.1708,-0.402752,0.0303374,0.0473786,-0.418112,-0.0942649,-0.1708,-0.362477,0.0265757
575,10.4144,0.164745,1,-0.106213,-0.192217,-0.423179,0.0337134,0.0554734,-0.445386,-0.106213,-0.192217,-0.380861,0.031463
576,10.4325,0.187572,1,-0.119995,-0.217184,-0.440293,0.0380726,0.0649882,-0.470994,-0.119995,-0.217184,-0.396263,0.0369831
577,10.4506,0.215338,1,-0.136348,-0.247904,-0.454242,0.0435276,0.0762889,-0.494921,-0.136348,-0.247904,-0.408818,0.0433544
578,10.4687,0.248894,1,-0.156293,-0.284751,-0.463291,0.0502427,0.0898045,-0.51711,-0.156293,-0.284751,-0.416962,0.0506864
579,10.4868,0.289113,0,-0.180042,-0.328432,-0.4659,0.0584371,0.106043,-0.537446,-0.180042,-0.328432,-0.41931,0.058717
580,10.505,0.336318,0,-0.208355,-0.377854,-0.459463,0.0683912,0.125608,-0.55573,-0.208355,-0.377854,-0.413516,0.0670118
581,10.5231,0.391545,0,-0.240699,-0.434159,-0.44334,0.0804541,0.149211,-0.57164,-0.240699,-0.434159,-0.399006,0.074698
582,10.5412,0.456783,0,-0.278498,-0.49853,-0.413975,0.0950517,0.177688,-0.584687,-0.278498,-0.49853,-0.372577,0.0807037
583,10.5593,0.532689,0,-0.321888,-0.569058,-0.365284,0.112696,0.211993,-0.59413,-0.321888,-0.569058,-0.328755,0.0823064
584,10.5774,0.618106,0,-0.370386,-0.640367,-0.293354,0.133988,0.25318,-0.598882,-0.370386,-0.640367,-0.264018,0.0760579
585,10.5955,0.711252,0,-0.422714,-0.707163,-0.198071,0.159617,0.302339,-0.597365,-0.422714,-0.707163,-0.178264,0.0586093
586,10.6136,0.807147,0,-0.476578,-0.757923,-0.0784825,0.190336,0.360446,-0.58734,-0.476578,-0.757923,-0.0706343,0.0261821
587,10.6317,0.898566,0,-0.526727,-0.779608,0.0633715,0.226911,0.428099,-0.565704,-0.526727,-0.779608,0.0570344,-0.0233656
588,10.6499,0.978905,0,-0.569204,-0.765114,0.218154,0.270001,0.505025,-0.528335,-0.569204,-0.765114,0.196339,-0.0869219
589,10.668,1.03418,0,-0.596791,-0.704384,0.363265,0.319961,0.589321,-0.470082,-0.596791,-0.704384,0.326938,-0.151755
590,10.6861,1.05743,0,-0.604615,-0.603193,0.483482,0.376499,0.676365,-0.385193,-0.604615,-0.603193,0.435134,-0.204624
591,10.7042,1.0412,0,-0.588298,-0.46995,0.56316,0.438187,0.757596,-0.268549,-0.588298,-0.46995,0.506844,-0.231914
592,10.7223,0.990064,0,-0.550573,-0.33197,0.593588,0.501865,0.819767,-0.118142,-0.550573,-0.33197,0.534229,-0.22877
593,10.7404,0.913249,0,-0.496524,-0.210169,0.57696,0.562162,0.845919,0.0612728,-0.496524,-0.210169,0.519264,-0.200532
594,10.7585,0.822232,0,-0.431854,-0.110441,0.527759,0.611561,0.81958,0.254736,-0.431854,-0.110441,0.474983,-0.15954
595,10.7766,0.730835,0,-0.362742,-0.0379192,0.461133,0.641543,0.732266,0.437015,-0.362742,-0.0379192,0.41502,-0.117091
596,10.7948,0.64804,0,-0.29622,0.0102413,0.38664,0.644958,0.590802,0.578992,-0.29622,0.0102413,0.347976,-0.0801713
597,10.8129,0.576433,0,-0.234754,0.0359684,0.309553,0.618763,0.418194,0.659176,-0.234754,0.0359684,0.278597,-0.0508681
598,10.831,0.511778,0,-0.180451,0.0482621,0.236456,0.565532,0.245071,0.672948,-0.180451,0.0482621,0.21281,-0.0298681
599,10.8491,0.450875,0,-0.13511,0.0531614,0.169965,0.49262,0.097008,0.632455,-0.13511,0.0531614,0.152968,-0.0160748
600,10.8672,0.392246,0,-0.097481,0.0525804,0.110761,0.409531,-0.0133223,0.55816,-0.097481,0.0525804,0.0996849,-0.00755796
601,10.8853,0.339003,0,-0.0679395,0.0487265,0.0544385,0.325119,-0.0857407,0.4694,-0.0679395,0.0487265,0.0489946,-0.00258897
602,10.9034,0.292486,0,-0.0446986,0.0428035,0.000955279,0.245897,-0.127363,0.379429,-0.0446986,0.0428035,0.000859751,-2.98898e-05
603,10.9215,0.253825,0,-0.0259371,0.0387868,-0.0483631,0.175649,-0.1474,0.295116,-0.0259371,0.0387868,-0.0435268,0.000878078
604,10.9396,0.224367,1,-0.0109452,0.0373582,-0.0946396,0.115861,-0.154111,0.218859,-0.0109452,0.0373582,-0.0851757,0.000725094
605,10.9578,0.203435,1,0.00167112,0.0381535,-0.137679,0.0664359,-0.153741,0.15066,0.00167112,0.0381535,-0.123911,-0.000161055
606,10.9759,0.189641,1,0.0116389,0.0401034,-0.177489,0.0263523,-0.150562,0.0895707,0.0116389,0.0401034,-0.15974,-0.00144604
607,10.994,0.181651,1,0.0196623,0.0428326,-0.214907,-0.00584859,-0.147292,0.0344782,0.0196623,0.0428326,-0.193416,-0.0029579
608,11.0121,0.180053,1,0.0278118,0.0490616,-0.25185,-0.0317461,-0.145572,-0.0155713,0.0278118,0.0490616,-0.226665,-0.00490308
609,11.0302,0.182486,1,0.0360125,0.0577487,-0.285671,-0.0528601,-0.14634,-0.0612775,0.0360125,0.0577487,-0.257104,-0.0072014
610,11.0483,0.188441,1,0.0443225,0.0685116,-0.316478,-0.0705622,-0.150119,-0.103095,0.0443225,0.0685116,-0.28483,-0.00981895
611,11.0664,0.198039,1,0.0530578,0.0813607,-0.344736,-0.0860464,-0.157199,-0.141272,0.0530578,0.0813607,-0.310262,-0.0128036
612,11.0845,0.211144,1,0.061998,0.0968318,-0.369226,-0.100332,-0.167768,-0.175884,0.061998,0.0968318,-0.332303,-0.0160239
613,11.1027,0.228989,1,0.0729444,0.115862,-0.389995,-0.114283,-0.181988,-0.206857,0.0729444,0.115862,-0.350996,-0.0199136
614,11.1208,0.252465,0,0.0858913,0.139008,-0.407879,-0.128638,-0.200034,-0.233971,0.0858913,0.139008,-0.367091,-0.0245233
615,11.1389,0.282165,0,0.101678,0.166891,-0.421642,-0.144036,-0.222106,-0.25685,0.101678,0.166891,-0.379478,-0.0300101
616,11.157,0.318433,0,0.11963,0.20007,-0.430746,-0.161039,-0.248425,-0.274938,0.11963,0.20007,-0.387672,-0.0360711
617,11.1751,0.362059,0,0.140601,0.239153,-0.434809,-0.180144,-0.279185,-0.287472,0.140601,0.239153,-0.391328,-0.0427943
618,11.1932,0.413822,0,0.165749,0.28496,-0.43242,-0.201787,-0.314496,-0.293441,0.165749,0.28496,-0.389178,-0.0501713
619,11.2113,0.474233,0,0.195951,0.338062,-0.422142,-0.226329,-0.354267,-0.291566,0.195951,0.338062,-0.379928,-0.0579036
620,11.2294,0.542804,0,0.230471,0.39864,-0.40053,-0.254019,-0.398055,-0.280293,0.230471,0.39864,-0.360477,-0.0646173
621,11.2476,0.617326,0,0.270056,0.462746,-0.36522,-0.284929,-0.444853,-0.25785,0.270056,0.462746,-0.328698,-0.0690408
622,11.2657,0.697024,0,0.315734,0.53032,-0.311573,-0.318865,-0.492843,-0.222409,0.315734,0.53032,-0.280416,-0.068862
623,11.2838,0.776514,0,0.364662,0.595202,-0.235148,-0.355243,-0.539135,-0.172401,0.364662,0.595202,-0.211634,-0.0600247
624,11.3019,0.850171,0,0.415079,0.651146,-0.132823,-0.392946,-0.579628,-0.107055,0.415079,0.651146,-0.119541,-0.0385925
625,11.32,0.909873,0,0.464774,0.687896,-0.00787729,-0.430208,-0.609118,-0.0271234,0.464774,0.687896,-0.00708956,-0.00256281
626,11.3381,0.94675,0,0.509798,0.695101,0.135788,-0.464581,-0.621898,0.0643204,0.509798,0.695101,0.122209,0.0484572
627,11.3562,0.95341,0,0.545722,0.664841,0.284488,-0.493066,-0.612943,0.161376,0.545722,0.664841,0.256039,0.108676
628,11.3743,0.922588,0,0.564068,0.590096,0.418206,-0.512491,-0.579551,0.255561,0.564068,0.590096,0.376385,0.165128
629,11.3924,0.8567,0,0.561181,0.477102,0.51813,-0.520107,-0.522834,0.337165,0.561181,0.477102,0.466317,0.203535
630,11.4106,0.767093,0,0.536499,0.345017,0.576197,-0.514276,-0.448232,0.39752,0.536499,0.345017,0.518577,0.21639
631,11.4287,0.66822,0,0.49372,0.218081,0.581925,-0.494976,-0.364457,0.431312,0.49372,0.218081,0.523733,0.201116
632,11.4468,0.569552,0,0.436096,0.107156,0.549063,-0.463895,-0.281177,0.437793,0.436096,0.107156,0.494157,0.167611
633,11.4649,0.478779,0,0.37044,0.0192896,0.494331,-0.424058,-0.206511,0.420335,0.37044,0.0192896,0.444898,0.128184
634,11.483,0.398732,0,0.302915,-0.0446044,0.42468,-0.379135,-0.145472,0.384747,0.302915,-0.0446044,0.382212,0.0900495
635,11.5011,0.330758,0,0.239744,-0.0817899,0.350147,-0.332721,-0.0997575,0.337335,0.239744,-0.0817899,0.315132,0.0587621
636,11.5192,0.272274,0,0.182617,-0.101121,0.278053,-0.287815,-0.0685251,0.283525,0.182617,-0.101121,0.250248,0.035544
637,11.5373,0.223046,1,0.134777,-0.108801,0.209778,-0.246573,-0.0495154,0.227282,0.134777,-0.108801,0.1888,0.0197913
638,11.5555,0.180747,1,0.0936434,-0.11051,0.145414,-0.210291,-0.0400128,0.171144,0.0936434,-0.11051,0.130873,0.00953196
639,11.5736,0.144745,1,0.0585706,-0.110012,0.0867443,-0.179551,-0.037465,0.116551,0.0585706,-0.110012,0.0780699,0.00355646
640,11.5917,0.115771,1,0.0316693,-0.10676,0.03106,-0.154404,-0.039781,0.0642122,0.0316693,-0.10676,0.027954,0.000688553
641,11.6098,0.0924268,1,0.0102525,-0.104018,-0.0205241,-0.134565,-0.045411,0.0144208,0.0102525,-0.104018,-0.0184717,-0.000147297
642,11.6279,0.0738605,1,-0.00643028,-0.10194,-0.0673988,-0.119568,-0.0533089,-0.0327439,-0.00643028,-0.10194,-0.060659,0.000303375
643,11.646,0.0589166,1,-0.0203346,-0.101064,-0.110643,-0.108882,-0.062847,-0.0772905,-0.0203346,-0.101064,-0.0995784,0.00157491
644,11.6641,0.0479354,1,-0.0312844,-0.101546,-0.152717,-0.101989,-0.0737237,-0.119247,-0.0312844,-0.101546,-0.137445,0.00334436
645,11.6822,0.0396624,1,-0.0408235,-0.104077,-0.191322,-0.0984367,-0.0858814,-0.158627,-0.0408235,-0.104077,-0.17219,0.00546731
646,11.7004,0.0332182,1,-0.0505711,-0.110153,-0.226382,-0.0978605,-0.0994424,-0.195409,-0.0505711,-0.110153,-0.203744,0.00801388
647,11.7185,0.0297518,1,-0.0588754,-0.117167,-0.260477,-0.0999976,-0.114662,-0.229522,-0.0588754,-0.117167,-0.23443,0.010735
648,11.7366,0.0294254,1,-0.0663987,-0.125561,-0.293871,-0.104689,-0.131895,-0.260836,-0.0663987,-0.125561,-0.264484,0.0136589
649,11.7547,0.0309841,1,-0.0746063,-0.136489,-0.324682,-0.111875,-0.151578,-0.289137,-0.0746063,-0.136489,-0.292213,0.0169563
650,11.7728,0.0333561,1,-0.0843917,-0.151701,-0.352152,-0.121595,-0.174205,-0.314107,-0.0843917,-0.151701,-0.316937,0.0208031
651,11.7909,0.0367494,1,-0.0954177,-0.170946,-0.376548,-0.133973,-0.200319,-0.335288,-0.0954177,-0.170946,-0.338893,0.0251505
652,11.809,0.0420177,1,-0.107704,-0.192764,-0.398419,-0.149211,-0.230482,-0.35204,-0.107704,-0.192764,-0.358577,0.0300379
653,11.8271,0.0493925,1,-0.121396,-0.21704,-0.416994,-0.167577,-0.265237,-0.363485,-0.121396,-0.21704,-0.375294,0.0354348
654,11.8452,0.0581189,1,-0.137352,-0.246169,-0.431386,-0.18938,-0.305036,-0.368448,-0.137352,-0.246169,-0.388247,0.0414763
655,11.8634,0.0681976,1,-0.156618,-0.281809,-0.442109,-0.214939,-0.35012,-0.365396,-0.156618,-0.281809,-0.397898,0.0484696
656,11.8815,0.0794454,1,-0.179904,-0.324236,-0.447086,-0.244526,-0.400344,-0.352395,-0.179904,-0.324236,-0.402377,0.0563027
657,11.8996,0.0917949,1,-0.20743,-0.372817,-0.44341,-0.278278,-0.454902,-0.327127,-0.20743,-0.372817,-0.399069,0.0643836
658,11.9177,0.105485,1,-0.239274,-0.427392,-0.429607,-0.316074,-0.511977,-0.287029,-0.239274,-0.427392,-0.386646,0.0719555
659,11.9358,0.119605,1,-0.275123,-0.488905,-0.402406,-0.357359,-0.568335,-0.22965,-0.275123,-0.488905,-0.362165,0.0774979
660,11.9539,0.132275,1,-0.316881,-0.556191,-0.356993,-0.400932,-0.618996,-0.153325,-0.316881,-0.556191,-0.321294,0.0791871
661,11.972,0.142827,1,-0.363416,-0.624761,-0.28959,-0.444737,-0.65722,-0.0582201,-0.363416,-0.624761,-0.260631,0.0736692
662,11.9901,0.151437,1,-0.413962,-0.68944,-0.19947,-0.485751,-0.675171,0.0524065,-0.413962,-0.68944,-0.179523,0.0578011
663,12.0083,0.158723,1,-0.466048,-0.740821,-0.0876155,-0.520097,-0.665572,0.171218,-0.466048,-0.740821,-0.0788539,0.0285831
664,12.0264,0.161596,1,-0.515299,-0.765019,0.0466752,-0.543529,-0.624207,0.286915,-0.515299,-0.765019,0.0420076,-0.0168362
665,12.0445,0.161311,1,-0.557407,-0.755714,0.194598,-0.552293,-0.552391,0.386164,-0.557407,-0.755714,0.175139,-0.0759293
666,12.0626,0.160072,1,-0.586218,-0.703293,0.335207,-0.544167,-0.457877,0.457154,-0.586218,-0.703293,0.301686,-0.137553
667,12.0807,0.158114,1,-0.59685,-0.612942,0.454884,-0.519218,-0.353129,0.493233,-0.59685,-0.612942,0.409396,-0.190048
668,12.0988,0.152109,1,-0.584865,-0.489313,0.537681,-0.479913,-0.251532,0.494601,-0.584865,-0.489313,0.483913,-0.22013
669,12.1169,0.145824,1,-0.55156,-0.357066,0.575251,-0.430468,-0.163535,0.467193,-0.55156,-0.357066,0.517726,-0.2221
670,12.135,0.139141,1,-0.502265,-0.237473,0.566988,-0.375779,-0.0946479,0.419735,-0.502265,-0.237473,0.510289,-0.199345
671,12.1532,0.129761,1,-0.441503,-0.137845,0.52617,-0.320396,-0.0456645,0.360793,-0.441503,-0.137845,0.473553,-0.162614
672,12.1713,0.118304,1,-0.375576,-0.0623398,0.464581,-0.267866,-0.0142357,0.297034,-0.375576,-0.0623398,0.418123,-0.12214
673,12.1894,0.106891,1,-0.310611,-0.0114417,0.39386,-0.220515,0.00338043,0.2328,-0.310611,-0.0114417,0.354474,-0.0856361
674,12.2075,0.0947913,1,-0.250114,0.0183569,0.318542,-0.179541,0.0110453,0.170481,-0.250114,0.0183569,0.286688,-0.0557702
675,12.2256,0.084083,1,-0.196329,0.0317948,0.246105,-0.145271,0.012065,0.111146,-0.196329,0.0317948,0.221494,-0.0338222
676,12.2437,0.0764087,1,-0.150969,0.0377893,0.17985,-0.117447,0.00896483,0.0551095,-0.150969,0.0377893,0.161865,-0.0190063
677,12.2618,0.0714084,1,-0.113089,0.0383396,0.119677,-0.09547,0.00351368,0.00231308,-0.113089,0.0383396,0.107709,-0.00947389
678,12.2799,0.0676711,1,-0.0831995,0.0346233,0.0634211,-0.0785917,-0.00314737,-0.0474404,-0.0831995,0.0346233,0.057079,-0.00369362
679,12.298,0.0639572,1,-0.0599648,0.0285838,0.00915474,-0.0660386,-0.0103539,-0.0943756,-0.0599648,0.0285838,0.00823927,-0.000384274
680,12.3162,0.0623585,1,-0.0408162,0.023297,-0.040141,-0.057091,-0.017783,-0.138697,-0.0408162,0.023297,-0.0361269,0.00114688
681,12.3343,0.0615884,1,-0.0262811,0.0201148,-0.0873248,-0.0511244,-0.0253458,-0.180575,-0.0262811,0.0201148,-0.0785923,0.00160649
682,12.3524,0.0623338,1,-0.0145364,0.0189087,-0.131511,-0.0476272,-0.0331101,-0.220143,-0.0145364,0.0189087,-0.11836,0.00133819
683,12.3705,0.0648038,1,-0.00489298,0.0190736,-0.172339,-0.046203,-0.041247,-0.257506,-0.00489298,0.0190736,-0.155105,0.000590277
684,12.3886,0.0685253,1,0.00226294,0.019581,-0.209906,-0.0465653,-0.0499982,-0.292741,0.00226294,0.019581,-0.188915,-0.000332503
685,12.4067,0.0731502,1,0.00889843,0.0217679,-0.247634,-0.0485286,-0.0596587,-0.325894,0.00889843,0.0217679,-0.22287,-0.00154249
686,12.4248,0.0804505,1,0.0151746,0.0263856,-0.282793,-0.0519986,-0.0705695,-0.356984,0.0151746,0.0263856,-0.254514,-0.0030039
687,12.4429,0.0905236,1,0.0212833,0.033201,-0.315774,-0.0569646,-0.0831196,-0.385991,0.0212833,0.033201,-0.284197,-0.00470449
688,12.4611,0.103721,1,0.0279882,0.0419989,-0.346704,-0.0634932,-0.097752,-0.412846,0.0279882,0.0419989,-0.312034,-0.00679254
689,12.4792,0.119985,1,0.0347576,0.0522207,-0.374993,-0.071725,-0.114973,-0.437415,0.0347576,0.0522207,-0.337494,-0.00912371
690,12.4973,0.139867,1,0.0417248,0.0643587,-0.400127,-0.0818738,-0.135365,-0.459472,0.0417248,0.0643587,-0.360114,-0.0116866
691,12.5154,0.164456,1,0.0500377,0.0794084,-0.422061,-0.0942277,-0.15959,-0.478668,0.0500377,0.0794084,-0.379855,-0.0147833
692,12.5335,0.194628,1,0.0603442,0.098165,-0.441627,-0.109151,-0.1884,-0.494475,0.0603442,0.098165,-0.397465,-0.0186547
693,12.5516,0.231191,1,0.0729027,0.120962,-0.458083,-0.127085,-0.222616,-0.506123,0.0729027,0.120962,-0.412275,-0.0233769
694,12.5697,0.27432,0,0.0870146,0.147461,-0.471207,-0.148544,-0.263101,-0.512508,0.0870146,0.147461,-0.424087,-0.0287013
695,12.5878,0.325201,0,0.103669,0.17835,-0.481035,-0.174105,-0.310674,-0.512076,0.103669,0.17835,-0.432931,-0.0349078
696,12.606,0.385314,0,0.123406,0.215182,-0.486993,-0.20437,-0.365953,-0.502694,0.123406,0.215182,-0.438293,-0.0420684
697,12.6241,0.456174,0,0.14775,0.259373,-0.487469,-0.239909,-0.429081,-0.481519,0.14775,0.259373,-0.438722,-0.0504163
698,12.6422,0.538306,0,0.176566,0.312215,-0.481012,-0.281133,-0.499285,-0.444941,0.176566,0.312215,-0.432911,-0.0594512
699,12.6603,0.631498,0,0.211109,0.3743,-0.46569,-0.328105,-0.57422,-0.388713,0.211109,0.3743,-0.419121,-0.0688179
700,12.6784,0.732403,0,0.250019,0.444232,-0.437058,-0.380239,-0.64915,-0.308474,0.250019,0.444232,-0.393352,-0.076491
701,12.6965,0.835675,0,0.295386,0.518829,-0.388219,-0.435908,-0.71616,-0.200947,0.295386,0.518829,-0.349397,-0.080272
702,12.7146,0.933116,0,0.346829,0.594959,-0.314505,-0.492027,-0.763968,-0.0659997,0.346829,0.594959,-0.283054,-0.0763554
703,12.7327,1.01145,0,0.401827,0.663852,-0.213344,-0.54379,-0.779213,0.0907118,0.401827,0.663852,-0.19201,-0.0600093
704,12.7508,1.05769,0,0.457608,0.718021,-0.0819983,-0.584913,-0.750047,0.25574,0.457608,0.718021,-0.0737984,-0.0262661
705,12.769,1.05929,0,0.510972,0.742414,0.0720786,-0.608671,-0.671593,0.408643,0.510972,0.742414,0.0648708,0.0257811
706,12.7871,1.01185,0,0.556118,0.72608,0.23989,-0.609718,-0.550565,0.527179,0.556118,0.72608,0.215901,0.0933849
707,12.8052,0.92092,0,0.585682,0.659906,0.402791,-0.58602,-0.405131,0.595382,0.585682,0.659906,0.362512,0.165135
708,12.8233,0.802235,0,0.591428,0.544324,0.530524,-0.539815,-0.258655,0.609643,0.591428,0.544324,0.477472,0.219637
709,12.8414,0.677997,0,0.571681,0.396459,0.613369,-0.476958,-0.130972,0.578543,0.571681,0.396459,0.552032,0.245456
710,12.8595,0.567334,0,0.529764,0.246816,0.633772,-0.405027,-0.0327955,0.517207,0.529764,0.246816,0.570395,0.235025
711,12.8776,0.473848,0,0.468651,0.113219,0.606618,-0.331265,0.0344658,0.440703,0.468651,0.113219,0.545956,0.199004
712,12.8957,0.397211,0,0.396675,0.00697931,0.549345,-0.261241,0.0753975,0.360153,0.396675,0.00697931,0.494411,0.152538
713,12.9139,0.333481,0,0.320469,-0.06999,0.473186,-0.198421,0.0968475,0.282012,0.320469,-0.06999,0.425867,0.106149
714,12.932,0.280401,0,0.24796,-0.115909,0.390608,-0.144395,0.105445,0.209131,0.24796,-0.115909,0.351548,0.0677987
715,12.9501,0.237214,1,0.182979,-0.139585,0.311086,-0.0993778,0.106516,0.142207,0.182979,-0.139585,0.279977,0.0398454
716,12.9682,0.20411,1,0.127998,-0.148952,0.23801,-0.0627206,0.103891,0.0809105,0.127998,-0.148952,0.214209,0.0213253
717,12.9863,0.179915,1,0.0806408,-0.15171,0.168443,-0.0333216,0.100126,0.0245694,0.0806408,-0.15171,0.151599,0.00950838
718,13.0044,0.164894,1,0.0414222,-0.149487,0.107651,-0.00990944,0.096825,-0.0274983,0.0414222,-0.149487,0.0968855,0.00312138
719,13.0225,0.15717,1,0.0102254,-0.145772,0.0512789,0.00878225,0.0949387,-0.0758568,0.0102254,-0.145772,0.046151,0.000367042
720,13.0406,0.156401,1,-0.0148703,-0.144709,-0.000857609,0.0239207,0.0950043,-0.120927,-0.0148703,-0.144709,-0.000771848,8.92704e-06
721,13.0588,0.160602,1,-0.0348964,-0.145615,-0.0478518,0.0365343,0.097319,-0.163002,-0.0348964,-0.145615,-0.0430667,0.0011689
722,13.0769,0.168137,1,-0.0522716,-0.147919,-0.0910754,0.0475062,0.102061,-0.20227,-0.0522716,-0.147919,-0.0819678,0.00333246
723,13.095,0.177782,1,-0.0668247,-0.152053,-0.133965,0.0575875,0.109374,-0.238833,-0.0668247,-0.152053,-0.120568,0.00626652
724,13.1131,0.191835,1,-0.0802624,-0.160505,-0.171545,0.06742,0.119417,-0.272716,-0.0802624,-0.160505,-0.154391,0.00963803
725,13.1312,0.20976,1,-0.0935075,-0.172769,-0.205875,0.0775626,0.132403,-0.303866,-0.0935075,-0.172769,-0.185287,0.0134756
