
========================================================================
=== SeedSweep final report (top-10% freerun means) ===
========================================================================
DIM=10  M=2  num_seeds=800  threads=16  epochs=100  freerun_runs=1000
base_esn_seed=1002999015000000000  base_orbit_seed=9333312947715283458
ok=800 / 800

--- All seeds (sorted by mean VPT*duty) ---
note: VxD_mn is mean of top-10% (VPT*duty) products, not VPT_mn*duty_mn (top-10% pools are independent per metric).
rank    idx             esn_seed     VxD_mn     VPT_mn    duty_mn    RMSE_mn  r_VxD  r_VPT r_duty
387     268  5186135322947904502      1.020       2.95      0.446   0.427538    387    462    210
388     103   592461664301088428      1.019       2.99      0.471   0.426337    388    431     12
389     502 14016487160407100454      1.018       3.01      0.445   0.410716    389    424    216
390     429 11402311046008533590      1.018       3.09      0.429   0.415895    390    374    360
391     273 11615385820683652101      1.016       3.00      0.440   0.430099    391    430    263
392     642  1829914849309832691      1.016       3.09      0.422   0.417157    392    369    425
393     600  6183757751925746490      1.014       2.93      0.440   0.401273    393    476    264
394     136  2643365640810695369      1.013       3.03      0.426   0.430423    394    406    395
395     255  6517814790655564361      1.013       3.14      0.431   0.430871    395    313    343
396     168 16232207921421362774      1.012       3.09      0.441   0.421372    396    364    256
397      10 18194112789760262022      1.010       3.14      0.409   0.390153    397    309    525
398     119  9101030710521199011      1.010       3.06      0.378   0.424982    398    388    688
399     148 16389607734708791255      1.009       2.98      0.417   0.429096    399    442    465
400     329 12492302601686776932      1.009       3.02      0.399   0.411310    400    421    596
401     202  6657314609255573656      1.009       3.01      0.446   0.425188    401    425    204
402     180 10819927221092723337      1.009       3.06      0.413   0.425313    402    382    505
403     712  5713268479179544721      1.008       2.94      0.432   0.427849    403    473    336
404     275  2513117902923309565      1.007       3.09      0.409   0.387329    404    362    531
405     290 15977653987584045061      1.006       2.98      0.408   0.428463    405    445    534
406      67 11261167612375464461      1.005       3.07      0.411   0.433326    406    380    511
407     230  1504124426335020128      1.005       3.02      0.420   0.420010    407    418    447
408      75 12812762298793681121      1.004       3.00      0.426   0.415483    408    428    393
409     765 12679200786298713579      1.003       2.95      0.444   0.425933    409    459    221
410      51  2468526775943143813      1.003       2.98      0.447   0.430234    410    444    189
411     346 13010239872886424495      1.002       2.83      0.436   0.371545    411    540    299
412     170  1291499090037908716      1.002       2.99      0.442   0.413623    412    436    238
413     594 17979447955111414668      1.001       2.89      0.439   0.413335    413    500    276
414     303  4633373384697573874      1.001       3.17      0.417   0.411845    414    275    464
415     123 11441976916924284640      1.001       2.91      0.452   0.424183    415    491    149
416     101 13308841045154215395      0.998       3.03      0.397   0.420060    416    413    606
417     453  1487714224002996563      0.998       2.94      0.441   0.392067    417    472    253
418     499  6504489097291596821      0.997       3.03      0.444   0.419665    418    412    223
419     718 17722881365892181367      0.996       3.12      0.418   0.409481    419    332    457
420      69 16695192424604234437      0.995       3.11      0.413   0.425938    420    342    502
421     480 15968712439549896770      0.994       3.02      0.454   0.415674    421    416    127
422      38  5534473749044489660      0.994       3.09      0.423   0.398066    422    361    423
423     281 12368037144861178713      0.993       3.01      0.426   0.410746    423    423    389
424     181 10590513772884014918      0.993       2.88      0.444   0.426757    424    509    218
425     238  2543969264063716837      0.993       2.93      0.441   0.422054    425    482    251
426     772 17895691614022313905      0.991       2.99      0.428   0.417064    426    435    368
427     766 16861227721867454948      0.990       2.94      0.425   0.429095    427    470    401
428      18  5924020500239312360      0.990       3.04      0.428   0.425341    428    397    371
429     553  4977723351471827493      0.990       3.05      0.420   0.427915    429    395    446
430     782 13570888325567344061      0.990       2.99      0.417   0.422566    430    432    466
431     151  5242343936932492164      0.989       3.12      0.418   0.426953    431    339    458
432      44 13452365402855698419      0.989       2.98      0.409   0.372865    432    437    530
433     546  2135193958309744286      0.988       3.03      0.407   0.388920    433    405    537
434     775 13653240913506516526      0.988       2.95      0.415   0.429666    434    465    479
435     787  8160227426357323312      0.988       2.94      0.428   0.394922    435    469    370
436     664 18289918760812073264      0.986       3.04      0.419   0.425087    436    399    454
437     183  5452174654853808946      0.985       2.94      0.410   0.424182    437    474    517
438     641 12347948927470663073      0.985       3.06      0.433   0.421890    438    384    332
439     761  3941504015667899953      0.984       3.04      0.430   0.419597    439    400    352
440     701  3559542272600638010      0.984       3.01      0.420   0.426602    440    426    450
441     116 11664386099845861159      0.983       3.10      0.409   0.411358    441    357    528
442     679  6109517787553791943      0.983       3.11      0.404   0.419974    442    350    557
443     246 12189248641553208560      0.982       3.09      0.384   0.428026    443    372    669
444     773  2092366988958991749      0.981       2.97      0.433   0.413943    444    448    326
445     537 11464629276972248074      0.981       2.91      0.429   0.431602    445    490    358
446      24  1285791014254414266      0.980       2.95      0.405   0.427770    446    461    548
447      39   329208213306211943      0.980       2.96      0.416   0.430762    447    455    473
448     194  2455541773647685846      0.977       2.87      0.421   0.407141    448    515    434
449     124 17974593674870156863      0.976       2.96      0.390   0.419390    449    454    644
450      28 13742762043756604541      0.976       3.02      0.409   0.397327    450    419    526
451     538  4199632759614381090      0.976       2.90      0.419   0.379961    451    496    455
452      48 16294508284790876628      0.976       2.90      0.428   0.404059    452    498    372
453     114  8069370715269633662      0.976       2.97      0.420   0.423648    453    446    445
454      76  2843823541233538331      0.974       2.85      0.425   0.430581    454    532    400
455     225 14188305728109360904      0.974       2.99      0.429   0.408524    455    433    363
456      73 12308346152530022127      0.973       3.07      0.396   0.403353    456    381    615
457     278 16460665835158294463      0.972       3.04      0.406   0.426779    457    401    540
458     144  8473984463870452061      0.972       2.85      0.436   0.426098    458    530    311
459     625 12952734967670709627      0.971       3.03      0.390   0.412070    459    407    645
460     547  3170200108476785605      0.971       3.03      0.403   0.419055    460    410    564
461     756   508726977569388011      0.970       3.02      0.399   0.407440    461    417    591
462     513 11171399372666619569      0.969       2.95      0.429   0.418025    462    460    359
463     242  7939082725371007074      0.968       2.85      0.439   0.412826    463    527    279
464     157 17703441207982851638      0.966       2.87      0.433   0.429478    464    514    328
465     442 17558855104426030487      0.966       2.98      0.412   0.424109    465    441    509
466      37 12330056954227718733      0.964       2.65      0.464   0.414055    466    630     46
467     106   182616783403342716      0.963       2.88      0.426   0.429631    467    507    388
468     683  2024872461759772720      0.963       2.90      0.427   0.432468    468    493    378
469     441  8117607209248345740      0.962       3.12      0.395   0.403627    469    334    619
470     217  8126696705283078055      0.960       2.96      0.410   0.399048    470    457    518
471      47  9428890870435157015      0.959       2.91      0.436   0.429895    471    486    305
472     267 17706732964614090475      0.957       2.88      0.413   0.419638    472    505    499
473     147  8960729633551773212      0.956       2.91      0.430   0.421037    473    492    353
474     630 17041023033665752673      0.955       3.04      0.422   0.405737    474    403    428
475     473  3602812250261070869      0.954       2.85      0.411   0.405423    475    533    510
476     211 16071673280151135859      0.954       2.93      0.421   0.419398    476    479    440
477     367  7125661688803620705      0.954       3.02      0.395   0.424047    477    415    621
478     612 15482898165984092313      0.954       2.93      0.417   0.439890    478    481    460
479     542  6049113831830189953      0.952       2.91      0.416   0.413061    479    487    471
480     244 17402954548797702716      0.950       3.00      0.403   0.421597    480    429    570
481     667 12185257358847237006      0.950       2.96      0.407   0.395825    481    458    539
482      60  3051833528260010008      0.950       3.09      0.407   0.389130    482    368    535
483     608 18430847528903004078      0.950       3.00      0.400   0.423867    483    427    581
484     306  4306919082952425427      0.950       2.94      0.420   0.410003    484    475    448
485     563  3099993406977908975      0.950       2.77      0.440   0.413882    485    577    266
486      97 18369061720777317885      0.950       2.89      0.422   0.378146    486    504    427
487     423 12870276334936927531      0.949       2.86      0.410   0.376047    487    519    519
488     274 18418785631099663775      0.947       2.86      0.423   0.404521    488    524    415
489     111 14792990456410953052      0.946       2.90      0.420   0.433481    489    499    449
490     192 16105407709653327262      0.945       2.95      0.395   0.430138    490    463    622
491     240  8818495029644738851      0.944       3.04      0.394   0.423410    491    404    629
492     678  2514251978143983325      0.943       3.02      0.403   0.414826    492    414    568
493     763 15080052123105960825      0.943       2.95      0.423   0.428849    493    464    417
494     618  7058139110303437402      0.942       3.02      0.386   0.432382    494    422    661
495     112  7558926144216424893      0.941       2.90      0.400   0.402230    495    497    587
496     688 13954535963789187405      0.941       2.85      0.424   0.417829    496    528    412
497     699  6941884764013069193      0.941       2.86      0.417   0.422467    497    518    467
498     142 13760744952380554230      0.941       3.14      0.408   0.435449    498    306    532
499     653  7316217146636223932      0.940       2.88      0.425   0.431945    499    511    397
500     298  2107433287863274158      0.939       2.86      0.416   0.432180    500    521    470
501      78  4197354360108088797      0.939       2.78      0.426   0.428587    501    565    394
502     684  7768851203034496035      0.938       2.89      0.406   0.422749    502    503    543
503      40 14642053334763119179      0.938       2.84      0.415   0.414785    503    536    483
504      50 10454815312731410020      0.937       2.89      0.434   0.421298    504    501    321
505     206    95985320769294551      0.937       2.81      0.404   0.388865    505    548    556
506     337  7017760630171317055      0.936       2.85      0.413   0.423536    506    531    501
507     104 10562257859559728889      0.935       2.78      0.394   0.388343    507    568    626
508     697 15252428091372868358      0.934       3.05      0.380   0.423152    508    393    681
509     356 12897538353354175138      0.934       2.93      0.395   0.433970    509    480    623
510     220 16549788212299670302      0.934       2.90      0.424   0.398053    510    494    410
511     464 14586084495035451277      0.932       2.86      0.442   0.416355    511    522    235
512     236 11519153298535641357      0.932       2.81      0.421   0.430007    512    549    439
513     570 16011679149051188383      0.932       2.96      0.400   0.427327    513    453    583
514      72  7352100732312028239      0.931       2.73      0.425   0.406716    514    597    407
515     398   380596127885390494      0.930       2.85      0.427   0.426799    515    526    381
516     325 15658145604393104054      0.929       2.83      0.437   0.428396    516    544    290
517     392 13064733877990093673      0.929       2.96      0.416   0.424618    517    456    475
518     545   220937258851906558      0.928       2.87      0.421   0.421248    518    512    437
519     163  8285716540875273768      0.928       2.97      0.394   0.426087    519    447    628
520     203 16539714912793841124      0.927       2.82      0.404   0.410779    520    547    553
521     353  5269540757710827256      0.927       2.80      0.407   0.420543    521    553    538
522     649  3041784998574398522      0.926       2.94      0.397   0.432081    522    468    609
523     723 17997462890582787169      0.926       2.76      0.407   0.379927    523    583    536
524     652 12733178680179848645      0.925       2.95      0.395   0.417526    524    466    617
525     332  2569248341961206526      0.924       2.86      0.430   0.429419    525    525    351
526     131  8855471325880389449      0.924       2.93      0.423   0.405631    526    483    419
527      96 15349800590381461523      0.924       2.79      0.439   0.428578    527    563    277
528     342 17499857015971480235      0.922       2.91      0.396   0.429708    528    489    616
529     428 17465231729777426466      0.922       2.80      0.455   0.429226    529    555    110
530     100  5095071036978011624      0.921       2.86      0.401   0.431859    530    523    574
531     557 17828596084889937253      0.920       2.91      0.410   0.425612    531    488    516
532       6  8012867602636177041      0.920       2.97      0.414   0.411482    532    450    485
533     418 16569297186569343560      0.918       3.13      0.372   0.396013    533    318    705
534     659  3006993139530988239      0.918       2.79      0.421   0.429922    534    564    435
535     410   340996404357143372      0.917       2.85      0.391   0.407623    535    529    638
536     393  1034470694290294160      0.917       2.83      0.401   0.388669    536    541    577
537     446 17731216253737145015      0.917       2.88      0.409   0.414897    537    508    521
538      68 13526631497262040408      0.916       2.93      0.427   0.415393    538    478    377
539      82 13664248832179905012      0.914       2.81      0.434   0.427432    539    550    320
540     121 11386749920961484768      0.913       2.62      0.430   0.361866    540    642    356
541     778 13443655695388338029      0.913       2.83      0.416   0.409314    541    542    472
542     138  1594453451767666917      0.912       2.85      0.405   0.374862    542    534    547
543     566 15527357826071523199      0.910       2.90      0.401   0.422759    543    495    575
544      21  1666714844121237768      0.909       2.75      0.444   0.420753    544    586    222
545      59  3053078498536169646      0.909       2.83      0.415   0.414096    545    538    482
546     186  7328183945765991518      0.907       2.78      0.413   0.427523    546    570    503
547      25    46459063979441405      0.906       2.88      0.394   0.430758    547    506    627
548     677 14906547368793198571      0.906       2.76      0.421   0.424068    548    581    441
549     335  1023481099746176891      0.906       2.86      0.415   0.429282    549    520    481
550     614  9687512567876331238      0.904       2.72      0.424   0.424811    550    603    413
551     637 13270266748349343114      0.903       2.80      0.409   0.390602    551    557    529
552     427    40603584865862957      0.902       2.79      0.405   0.408142    552    559    549
553     243  9748118178175392011      0.902       2.77      0.411   0.400266    553    574    513
554     579 13495382421257454326      0.898       2.80      0.403   0.432320    554    556    566
555     784 17199365568889162672      0.897       2.76      0.400   0.426159    555    584    578
556     344 12949305259410452560      0.897       2.82      0.404   0.404330    556    545    554
557     705  7013343041358570553      0.896       2.73      0.402   0.422521    557    596    573
558     420 10361529680123186602      0.895       2.89      0.410   0.401165    558    502    520
559     406 16632373121993224395      0.893       2.96      0.386   0.405188    559    452    663
560     261 11423010160557342379      0.892       2.77      0.397   0.425045    560    576    607
561     357  3341022854889503921      0.892       2.84      0.404   0.431125    561    535    559
562      66  7923615642952227895      0.892       2.97      0.397   0.432310    562    449    610
563     686 13264557400945321804      0.892       2.67      0.431   0.429396    563    625    344
564     492 14960706633147730258      0.890       2.87      0.399   0.430384    564    513    594
565     443  3716849086812827326      0.888       2.71      0.417   0.429463    565    607    462
566     629 16061662657684038889      0.886       2.78      0.417   0.401262    566    569    461
567     628  8630542718720220731      0.886       2.80      0.400   0.415633    567    551    586
568     149  1150085605795069707      0.886       2.69      0.413   0.378726    568    613    498
569     439 12563125417064129612      0.884       2.77      0.395   0.418914    569    579    624
570     691 10814104499589766187      0.884       2.72      0.405   0.417637    570    599    552
571     422 16701842174053986175      0.882       2.71      0.396   0.436046    571    609    613
572     539 12456643235862475786      0.881       2.73      0.417   0.421036    572    594    463
573     707  6059092154398586084      0.881       2.82      0.400   0.389852    573    546    588
574     160  5732787310373729819      0.881       2.71      0.416   0.382071    574    605    474
575     434  3760627458200031833      0.876       2.72      0.413   0.390452    575    600    497
576     197  9669887965064015058      0.875       2.87      0.392   0.434966    576    516    634
577     752  2840846034178266932      0.875       2.72      0.414   0.429728    577    602    494
578     605  1926247088985652658      0.874       2.84      0.400   0.405899    578    537    585
579     199 14373584901767913077      0.874       2.61      0.428   0.426743    579    645    375
580     272  9234625090493645376      0.874       2.62      0.417   0.420461    580    640    459
581     228 10788466493663693156      0.872       2.78      0.368   0.432545    581    572    712
582     358  9613789996503107413      0.872       2.71      0.396   0.428032    582    606    612
583     599 12094093873854167686      0.870       2.68      0.414   0.395298    583    618    493
584     313  2238583206127098473      0.870       2.65      0.425   0.430299    584    629    396
585     352 16355648167012265207      0.870       2.69      0.406   0.393160    585    616    546
586     798  9658106838814927662      0.870       2.79      0.411   0.432701    586    558    514
587     430  7366608914014941306      0.869       2.95      0.398   0.396529    587    467    601
588     334 11102992484049775422      0.869       2.72      0.406   0.401814    588    604    541
589     788  2656387068431148224      0.869       2.80      0.377   0.411097    589    552    690
590     118  1792731516334516334      0.869       2.76      0.384   0.424934    590    582    671
591     508 11152384707842633589      0.867       2.66      0.400   0.429856    591    626    580
592     173 10564424341959025887      0.866       2.87      0.400   0.406609    592    517    584
593      95  3179817266585202073      0.866       2.73      0.406   0.427972    593    593    544
594     627 13867583315830744805      0.865       2.76      0.454   0.401502    594    585    130
595     598  8407020382269755332      0.865       2.71      0.402   0.430940    595    608    571
596     489  6437537154978876489      0.865       2.73      0.409   0.416250    596    595    522
597     530  2315106706479276289      0.864       2.69      0.420   0.428084    597    614    443
598     309 11334061490411965983      0.862       2.91      0.398   0.394045    598    485    603
599     573  5170120031488036940      0.862       2.83      0.387   0.399001    599    543    654
600     324  8302755763671303421      0.860       2.75      0.369   0.424790    600    588    708
601     436  2401040590099360568      0.860       2.68      0.426   0.430037    601    619    384
602     270 12010886256046533178      0.859       2.77      0.415   0.429172    602    573    480
603     456 18321335380848874272      0.858       2.70      0.414   0.417264    603    611    488
604     596  9858310950269904591      0.857       2.63      0.419   0.419136    604    636    456
605     391  3253350993962209784      0.856       2.73      0.409   0.421036    605    592    524
606     735 13668695518941449557      0.854       2.63      0.425   0.410045    606    639    408
607     587  3260410758362556488      0.852       2.79      0.413   0.422356    607    562    500
608     606   130242683499749238      0.851       2.74      0.403   0.434529    608    590    567
609     755 10898530133147217012      0.850       2.59      0.426   0.394238    609    651    387
610     107   752739322602311364      0.850       2.80      0.384   0.403115    610    554    667
611     681 14856465442160898346      0.850       2.77      0.414   0.405287    611    578    486
612     520 11523531393530982001      0.849       2.78      0.381   0.411436    612    566    678
613     241  8473337465561701515      0.848       2.75      0.392   0.425551    613    589    635
614     450 15947153329215762251      0.847       2.68      0.406   0.433711    614    620    542
615     259  4957927887234473869      0.846       2.66      0.387   0.385011    615    627    659
616     624 11140728730111381228      0.846       2.61      0.388   0.412457    616    644    652
617     609  5387707513758226832      0.846       2.67      0.396   0.396151    617    624    614
618     516  4116888903259105637      0.846       2.79      0.398   0.421116    618    560    600
619     504  3515723936523672994      0.843       2.60      0.424   0.420923    619    648    409
620     509  8177263334548785538      0.841       2.79      0.395   0.449763    620    561    620
621      99 15538890594687380863      0.841       2.57      0.423   0.379182    621    653    422
622     519 10472325089375337830      0.836       2.74      0.406   0.416344    622    591    545
623     322 15686332683446524265      0.835       2.78      0.387   0.415046    623    567    657
624     287   994986372832067846      0.835       2.56      0.417   0.429517    624    654    469
625     122  2080253868878324176      0.835       2.63      0.390   0.433021    625    638    646
626      33 18318069799883124238      0.835       2.67      0.392   0.422384    626    622    632
627     734  6578846661297977173      0.834       2.83      0.381   0.433808    627    539    674
628     620 10443435260549132942      0.832       2.59      0.412   0.392031    628    652    506
629     235 18044967079467489363      0.830       2.72      0.387   0.423669    629    601    658
630     661  3184611227363760427      0.830       2.63      0.433   0.416937    630    635    334
631     619  7877435493411691978      0.830       2.66      0.403   0.422769    631    628    565
632     377 14438656339149682569      0.829       2.71      0.389   0.427462    632    610    648
633     725 16985183923169497543      0.829       2.69      0.376   0.446265    633    617    693
634     172 12868265449019296226      0.828       2.60      0.397   0.427704    634    650    604
635     797 13892081868060926352      0.821       2.65      0.391   0.393631    635    632    637
636     258 15774825149971314864      0.819       2.67      0.388   0.425652    636    621    650
637       5  7851661763992945493      0.818       2.72      0.399   0.402575    637    598    595
638     745  6127677551848129792      0.817       2.55      0.414   0.436247    638    656    491
639     195 11683744515682750721      0.815       2.69      0.387   0.391809    639    615    656
640     379 11225099601985138020      0.813       2.43      0.380   0.389195    640    678    683
641     571 12703555106175267727      0.809       2.61      0.384   0.408879    641    646    668
642     182  7521625292769094488      0.809       2.64      0.390   0.404675    642    633    642
643     359 13027179507162327729      0.806       2.55      0.393   0.395684    643    655    630
644     336 11238731194028984880      0.803       2.60      0.403   0.404762    644    649    569
645     757  7533945665949254048      0.803       2.62      0.379   0.411378    645    641    686
646     159 14000972208956257782      0.802       2.67      0.398   0.389460    646    623    602
647     584  4850828396547483974      0.798       2.49      0.404   0.415879    647    662    562
648     209 17273716095925172492      0.790       2.63      0.397   0.420014    648    637    605
649     789 13378730251142644669      0.790       2.60      0.395   0.426019    649    647    625
650     384  2790752769414079494      0.778       2.53      0.399   0.421695    650    658    592
651     474  2881483659907047460      0.775       2.53      0.365   0.420563    651    657    715
652     558  7828565406807750007      0.773       2.48      0.397   0.412641    652    664    611
653     284  5710106966350689618      0.773       3.18      0.323   0.447209    653    254    748
654     616  1441189010905014164      0.767       2.64      0.387   0.422321    654    634    660
655     777 15629880917764410788      0.765       2.44      0.388   0.407117    655    675    651
656     169 15515121244417335705      0.761       2.46      0.404   0.396391    656    668    560
657     237 13092521815807178831      0.758       2.65      0.374   0.405747    657    631    698
658     481  8855962463646756405      0.757       2.52      0.389   0.393380    658    660    647
659     522 11673005584480449386      0.756       2.53      0.370   0.434699    659    659    707
660      36  7841891534304274999      0.755       2.29      0.423   0.402658    660    706    418
661     395  8747333070596482311      0.755       2.46      0.372   0.434938    661    667    706
662     120 13849765511143344206      0.753       2.27      0.425   0.390258    662    709    402
663     640 18088544380830031292      0.753       2.70      0.341   0.470657    663    612    741
664     506  4792046421633983006      0.750       2.46      0.387   0.432560    664    665    653
665     219 15907819001995451321      0.748       2.46      0.390   0.402030    665    666    641
666     396 15701892128542760823      0.748       2.39      0.380   0.417098    666    686    685
667     372 13512282461708572654      0.747       2.46      0.392   0.438515    667    669    636
668     569 10551602371427112688      0.747       2.19      0.432   0.360398    668    717    335
669     544 17589510106752696609      0.743       2.43      0.392   0.379701    669    677    633
670     572  3615089448366308959      0.742       2.41      0.402   0.397189    670    683    572
671     623  6967279194303942177      0.735       2.38      0.381   0.431378    671    687    679
672     694  6880818472563277916      0.735       2.62      0.367   0.413774    672    643    713
673      30 12856148848796066448      0.732       2.75      0.319   0.467992    673    587    750
674     511 14787825128026669387      0.729       2.40      0.401   0.387810    674    685    576
675     665   166752522050933892      0.729       2.32      0.386   0.430603    675    698    662
676     768 11330830841594695963      0.727       2.49      0.374   0.426502    676    663    699
677     505 14065339545279625818      0.726       2.27      0.399   0.386164    677    708    590
678     200 13583132757779288783      0.726       2.45      0.369   0.431654    678    672    709
679     363  3851158487126609542      0.724       2.43      0.374   0.401882    679    679    697
680     733  6905601615689922174      0.722       2.44      0.384   0.417890    680    676    666
681     231  6436897117022768934      0.721       2.36      0.391   0.389780    681    693    640
682      13 13028815461253925884      0.718       2.45      0.378   0.395289    682    671    687
683     184 13134492838662128435      0.717       2.38      0.381   0.422002    683    688    675
684      46  8819088268538794579      0.715       2.44      0.360   0.435959    684    674    721
685     421  5950387873392747826      0.715       2.77      0.344   0.424573    685    580    737
686     654 11517175285988241650      0.715       2.38      0.393   0.378794    686    690    631
687       0 17568005519286013800      0.714       2.46      0.372   0.399608    687    670    704
688     484  8858314864903383953      0.711       2.44      0.375   0.397300    688    673    695
689      56  6322696334779165441      0.708       2.37      0.390   0.409813    689    691    643
690     689  1055105730503008720      0.706       2.25      0.384   0.394138    690    711    665
691     580  3081233069045950778      0.703       2.29      0.386   0.380272    691    705    664
692     319  3433178466036288890      0.702       2.25      0.404   0.404524    692    710    563
693     320 12927060136152873738      0.698       2.32      0.399   0.423378    693    699    589
694     218 17499917311871227541      0.695       2.31      0.369   0.426018    694    701    711
695     316  2045208800596436464      0.694       2.19      0.399   0.425725    695    719    598
696      26  6581815003822107391      0.692       2.04      0.373   0.391560    696    737    701
697     229  2316597687843380248      0.690       2.35      0.366   0.421239    697    695    714
698     585    91799173138284790      0.690       2.31      0.374   0.404937    698    702    700
699     592  7139613958247196362      0.685       2.34      0.382   0.382575    699    696    672
700     404 12017802525687268740      0.684       2.41      0.377   0.399506    700    684    691
701     487 13169761570397379402      0.678       2.14      0.405   0.432794    701    724    550
702     431  4456361283816942571      0.677       2.33      0.381   0.433354    702    697    676
703     601 13312930406194931261      0.676       2.78      0.319   0.444117    703    571    749
704     534 12054353799889697034      0.674       2.24      0.399   0.388143    704    713    593
705     294 14313914111651152210      0.672       2.31      0.389   0.411117    705    703    649
706     350  4454103457229226781      0.668       2.22      0.380   0.436453    706    716    682
707     394  4814752485039879742      0.661       2.18      0.376   0.411225    707    721    694
708     189  6414501530786040218      0.653       2.50      0.336   0.431382    708    661    742
709     134 13589432367138159914      0.649       2.11      0.384   0.407947    709    729    670
710     437  3140685901390733503      0.646       2.10      0.391   0.421708    710    731    639
711     247  9376864656323251048      0.640       2.15      0.381   0.396740    711    722    680
712     387  8975903887685520169      0.639       2.22      0.353   0.429659    712    715    731
713     747  8093221024079523571      0.634       2.22      0.356   0.449014    713    714    726
714     589  2755939605678772822      0.632       2.42      0.325   0.406932    714    681    747
715     685 14681615227781716883      0.625       2.36      0.342   0.430979    715    694    740
716     588  8994507355723126344      0.622       2.12      0.395   0.395472    716    727    618
717     750   683593215192993679      0.620       2.19      0.350   0.447152    717    718    734
718     786 11669072978085326262      0.619       2.02      0.380   0.368796    718    738    684
719     331 12709428678519820794      0.610       2.11      0.382   0.385574    719    728    673
720     257 13819216941667338957      0.607       2.24      0.373   0.404882    720    712    703
721     171 12766001914402762824      0.605       2.18      0.354   0.405388    721    720    729
722      27  5775642857937836062      0.603       2.15      0.345   0.471426    722    723    736
723     435 17337417351186639071      0.603       2.28      0.358   0.427081    723    707    724
724     457  3637381863664068762      0.593       2.11      0.364   0.429289    724    730    717
725     115 14818363708898809892      0.593       2.14      0.352   0.407468    725    725    733
726     269 14491720076057361279      0.587       2.07      0.354   0.392201    726    733    728
727      54   117332688443665050      0.585       1.98      0.381   0.401018    727    743    677
728     227  5478729935797455809      0.583       2.05      0.352   0.433888    728    736    732
729      52  6050461937540733807      0.582       2.06      0.377   0.386654    729    735    689
730     381  4901735965086084294      0.581       2.00      0.363   0.422201    730    740    719
731     232  4442472302162990022      0.563       1.97      0.375   0.406162    731    747    696
732     376   251259944010150415      0.561       2.38      0.277   0.508037    732    689    767
733     632 13770366053999614298      0.560       1.98      0.369   0.416936    733    744    710
734     645 11298764315964360949      0.560       2.77      0.314   0.457175    734    575    754
735     167 11097487515157245521      0.557       1.94      0.353   0.441937    735    749    730
736     702 14289311299760950470      0.546       2.08      0.359   0.410212    736    732    723
737     769  9046500501457320738      0.539       2.36      0.303   0.444126    737    692    758
738     494  4226261343175000519      0.529       2.07      0.318   0.455535    738    734    752
739      84  4859717826742877516      0.528       2.42      0.294   0.453880    739    680    762
740     207  1593313270483997049      0.528       1.87      0.358   0.409190    740    754    725
741     208 17139617253954449277      0.525       1.96      0.348   0.445148    741    748    735
742     514  5333318991442446544      0.517       1.76      0.359   0.425911    742    757    722
743     706 11242575973632002280      0.515       1.83      0.361   0.400839    743    755    720
744     266 17350661073630350757      0.513       1.90      0.363   0.410030    744    752    718
745      65  7352694515232363064      0.511       2.32      0.296   0.451020    745    700    761
746     795 13696723461381254085      0.492       2.42      0.260   0.497598    746    682    774
747     409 11091683010570655415      0.484       2.01      0.334   0.429612    747    739    744
748     263 17694572072862362144      0.482       1.72      0.365   0.417703    748    761    716
749     760 11123557885654010309      0.466       1.75      0.343   0.444119    749    758    739
750     728  2903176464348225508      0.465       1.66      0.376   0.421354    750    764    692
751     771  8169795355846548396      0.462       1.67      0.335   0.439587    751    763    743
752     224 16555438639833158680      0.456       2.30      0.280   0.505800    752    704    764
753     252  4649432395208036466      0.439       1.65      0.327   0.453949    753    765    746
754     793 15055672409778594410      0.431       1.93      0.307   0.431595    754    750    756
755     749  3612822333649993395      0.427       1.79      0.355   0.419362    755    756    727
756      32  7470341982011407245      0.422       1.65      0.329   0.428320    756    766    745
757     455 15567642038561310690      0.419       1.99      0.261   0.474363    757    742    773
758     597 14281302888208516522      0.414       1.34      0.405   0.373839    758    776    551
759      34 16710125285188082108      0.411       1.98      0.265   0.477173    759    745    772
760     693 17493007619606900842      0.410       1.99      0.259   0.527191    760    741    775
761     477  7536585851162077942      0.388       1.50      0.318   0.462988    761    773    751
762     249 15439090924225505963      0.376       1.42      0.373   0.365640    762    775    702
763     321  6650320388846534471      0.363       1.32      0.343   0.441269    763    777    738
764     432   398140131133904929      0.357       2.13      0.256   0.459003    764    726    776
765     302 18170418584135918611      0.355       1.54      0.277   0.512157    765    772    766
766     583   848003557575214973      0.350       1.59      0.275   0.499731    766    770    768
767     310 15962757702694707033      0.349       1.90      0.239   0.691722    767    751    778
768     113  4230820412500114959      0.343       1.48      0.306   0.399368    768    774    757
769     562 13787977354184052771      0.338       1.89      0.267   0.491201    769    753    771
770     452 13722187379422933608      0.337       1.64      0.268   0.492337    770    767    770
771     285 14915235217978233043      0.319       1.73      0.247   0.496429    771    759    777
772     475  2506805256647737148      0.300       1.20      0.310   0.459686    772    782    755
773     185 13217751650991926906      0.294       1.24      0.293   0.465010    773    781    763
774     366 16931576099292101993      0.292       1.62      0.278   0.478673    774    769    765
775      53  7805386255285820938      0.286       1.17      0.302   0.461038    775    784    759
776     687   557884434496144956      0.272       1.05      0.318   0.435859    776    786    753
777     602 13204630989973744241      0.270       1.32      0.273   0.476360    777    778    769
778     458  2483579172025799429      0.253       1.69      0.180   0.561800    778    762    783
779     690 11744823555175730483      0.252       1.64      0.187   0.559861    779    768    782
