
========================================================================
=== SeedSweep final report (top-10% freerun means) ===
========================================================================
DIM=10  M=2  num_seeds=800  threads=16  epochs=100  freerun_runs=1000
base_esn_seed=1002999015000000000  base_orbit_seed=9333312947715283458
ok=800 / 800

--- All seeds (sorted by mean VPT*duty) ---
note: VxD_mn is mean of top-10% (VPT*duty) products, not VPT_mn*duty_mn (top-10% pools are independent per metric).
rank    idx             esn_seed     VxD_mn     VPT_mn    duty_mn    RMSE_mn  r_VxD  r_VPT r_duty
44      216 13238109286791164793      1.212       3.39      0.451   0.425372     44     64    158
45      672 13562744323174204122      1.212       3.47      0.439   0.424179     45     24    275
46      638  7402687443291865713      1.210       3.33      0.459   0.423949     46    105     72
47      696 15075519048733393169      1.208       3.28      0.476   0.420683     47    146      3
48      550  2056973521126668886      1.207       3.28      0.474   0.422811     48    145      7
49      536  5840511457122003325      1.207       3.50      0.442   0.426133     49     20    244
50      719  4944595549670057741      1.203       3.29      0.473   0.419009     50    137      8
51      631 10826093419149409754      1.202       3.37      0.446   0.424908     51     78    208
52       87  1301153329266374101      1.199       3.40      0.458   0.423835     52     60     83
53      535  2685137413602816076      1.199       3.46      0.444   0.428675     53     28    227
54      201 17606392660029804566      1.199       3.48      0.452   0.412832     54     23    145
55      491  8956202093370491945      1.198       3.40      0.459   0.422234     55     57     81
56      574  8042841377871681452      1.195       3.35      0.460   0.425746     56     97     67
57      141 10170285745480955527      1.194       3.42      0.441   0.425644     57     50    252
58      444 17738612181955290250      1.194       3.30      0.455   0.424696     58    129    114
59      792 17290233802289316557      1.193       3.30      0.475   0.422953     59    127      6
60       94  7544318866884135569      1.193       3.37      0.459   0.422521     60     76     82
61      471  8167622162331937927      1.193       3.44      0.454   0.425238     61     40    129
62      651 17648263721281082070      1.193       3.28      0.447   0.425906     62    150    190
63      578 11508760805728138772      1.192       3.41      0.450   0.422965     63     55    162
64      102  1814698889505195029      1.192       3.47      0.435   0.412960     64     27    315
65      178   613590340683033233      1.190       3.46      0.437   0.413685     65     29    289
66      385  9763218741557428867      1.189       3.40      0.446   0.425424     66     59    209
67      774  2234612559048934080      1.189       3.21      0.467   0.421061     67    229     25
68      214  8927680972127330078      1.187       3.28      0.456   0.424648     68    142     99
69      328 14109289180622874763      1.187       3.36      0.450   0.424546     69     89    164
70      226 17166279874614736005      1.186       3.34      0.453   0.426564     70    104    135
71      378 16494960894308859594      1.185       3.27      0.458   0.422542     71    158     88
72      770 13871537636959942979      1.183       3.28      0.455   0.422602     72    149    115
73      576 15517478937733963612      1.182       3.37      0.456   0.426088     73     81    106
74      108 16216778157713721617      1.181       3.31      0.451   0.424956     74    114    156
75      304  8437987461820599503      1.180       3.22      0.455   0.425556     75    210    118
76      253  9795616806846393638      1.180       3.39      0.427   0.419644     76     63    376
77       17 13769974450290969021      1.180       3.35      0.457   0.421597     77     91     90
78      748  9516422334363827380      1.178       3.34      0.461   0.420402     78    100     61
79       35 11785351815653675194      1.176       3.36      0.458   0.426658     79     90     84
80      726 17675832303707727604      1.175       3.28      0.447   0.418560     80    153    188
81      361 17374128420503625720      1.175       3.40      0.466   0.423953     81     61     34
82      621  5991612728625767525      1.174       3.37      0.465   0.425380     82     80     38
83      715   696634088797950509      1.174       3.43      0.419   0.427175     83     43    452
84       55   434143159729980091      1.174       3.44      0.421   0.430496     84     39    433
85      127 12338926389363267165      1.174       3.42      0.448   0.417092     85     53    175
86       93  5317305358098383147      1.172       3.35      0.462   0.420388     86     94     54
87      311  6215607291422449651      1.172       3.32      0.453   0.406898     87    110    142
88      198  6189312329343224227      1.170       3.34      0.437   0.420447     88    103    297
89      193  1934213336504735520      1.170       3.37      0.468   0.421008     89     77     23
90      129  2732938694566299947      1.170       3.39      0.439   0.417956     90     65    278
91      758  8371595388205647642      1.169       3.43      0.447   0.425488     91     47    191
92       19  5794408322784501650      1.168       3.43      0.441   0.425116     92     48    248
93      525  2087325332152415505      1.168       3.46      0.416   0.419232     93     35    476
94      426  9575079974366745983      1.168       3.32      0.463   0.423868     94    113     52
95      617 16334572903455184609      1.168       3.26      0.477   0.420756     95    170      2
96      179  7886480911456533748      1.168       3.30      0.459   0.423442     96    131     77
97      736  4607093582404268894      1.166       3.35      0.442   0.427089     97     95    241
98      293 12972407724341297256      1.166       3.23      0.456   0.423616     98    202    100
99      722 16230652217437670336      1.165       3.34      0.446   0.424698     99     99    206
100      89 15277244316785691522      1.164       3.42      0.456   0.414304    100     52     98
101     657 15806710405114863993      1.163       3.24      0.468   0.417602    101    190     18
102     109  2992651900257042312      1.161       3.37      0.455   0.424781    102     79    120
103     164   470108718841627811      1.161       3.28      0.440   0.417008    103    143    262
104     582 12455552568941260104      1.161       3.28      0.462   0.425451    104    148     55
105     419  8371646521006583681      1.160       3.37      0.443   0.426205    105     84    230
106     753 10660019614269331060      1.160       3.28      0.459   0.422075    106    147     75
107     165 17678071345621015662      1.160       3.21      0.469   0.420028    107    215     15
108     139  4339718421267049102      1.160       3.29      0.466   0.423713    108    138     32
109     581   289550932053935094      1.159       3.26      0.455   0.421571    109    167    117
110     239 18304654272684026217      1.159       3.34      0.436   0.418077    110    101    303
111     215  9419813872687931456      1.159       3.38      0.457   0.425133    111     73     93
112     626  5420590994017214844      1.159       3.36      0.445   0.427759    112     87    214
113     668 14604825411508779318      1.158       3.11      0.468   0.416479    113    343     21
114       3 17306671139263608454      1.157       3.25      0.459   0.415407    114    182     70
115     531 17180349175808754359      1.157       3.39      0.459   0.419722    115     67     74
116     533 11568142620312333309      1.157       3.46      0.438   0.426012    116     31    280
117     682 16238888985198430711      1.156       3.26      0.436   0.423448    117    180    309
118      15 13525792340985291652      1.156       3.35      0.446   0.407679    118     93    193
119     751 18250576076480374158      1.154       3.33      0.445   0.408719    119    106    215
120     515  2942448965872931462      1.153       3.28      0.463   0.428383    120    144     51
121     451 11108150664209214610      1.153       3.40      0.434   0.417283    121     56    319
122      45 15090815952120869743      1.152       3.30      0.466   0.425300    122    124     35
123     577  7861893771847890690      1.150       3.31      0.448   0.410719    123    123    178
124      41  9900506342981259096      1.150       3.30      0.463   0.420192    124    128     49
125     732  8996600883823119658      1.148       3.25      0.453   0.425450    125    184    139
126     343  3809595899664814066      1.147       3.37      0.448   0.422625    126     83    176
127     433 13146732751364263888      1.147       3.28      0.449   0.424708    127    141    172
128     466 10448911655312873147      1.145       3.36      0.445   0.415930    128     88    211
129     738  8543090304789037507      1.145       3.20      0.468   0.423238    129    239     20
130     143 18445856719646111938      1.145       3.38      0.427   0.414294    130     74    382
131     721  1913043352964877144      1.145       3.17      0.467   0.425107    131    279     26
132     711  3220470616941525546      1.145       3.36      0.434   0.424755    132     85    322
133     282 16774336351598620865      1.144       3.31      0.451   0.423199    133    120    157
134     380 11698721305156237182      1.144       3.26      0.437   0.417129    134    173    291
135      83  4220362218700801006      1.144       3.27      0.447   0.424445    135    157    185
136     295  3749843119342785247      1.143       3.26      0.446   0.426896    136    179    196
137     615  9535208030815745074      1.142       3.27      0.455   0.413711    137    156    119
138     330 18212246886615535667      1.141       3.25      0.453   0.413407    138    183    134
139     744 16767423589951350324      1.139       3.33      0.435   0.413138    139    108    312
140     729 13129376564932461054      1.138       3.36      0.441   0.421690    140     86    249
141      81 12805779382161377842      1.138       3.39      0.434   0.401454    141     66    316
142     190 14654206641214420433      1.137       3.38      0.453   0.421662    142     71    137
143     327  5999898426424885577      1.137       3.27      0.449   0.407658    143    155    170
144     575 10497635132056093840      1.137       3.16      0.449   0.419862    144    284    168
145     700 15553852613422231338      1.136       3.27      0.452   0.416538    145    159    148
146     636  6653254712676953424      1.136       3.27      0.464   0.423726    146    154     45
147     476 17579399301286970293      1.135       3.25      0.457   0.422473    147    186     89
148     468  8880062694097621529      1.135       3.31      0.444   0.425944    148    121    224
149      29  7884084952579709257      1.134       3.25      0.460   0.407111    149    185     64
150     196  2157256561249495857      1.134       3.32      0.414   0.417881    150    111    495
151     176   168508057548871666      1.134       3.23      0.464   0.421054    151    204     43
152     386 13819810541996932097      1.133       3.24      0.430   0.427654    152    191    355
153     482 17898855242919789465      1.133       3.17      0.459   0.410396    153    268     80
154     277   242463388547793790      1.133       3.19      0.452   0.426035    154    249    151
155     568 11848321128349689428      1.133       3.31      0.441   0.427011    155    117    257
156      79 13855727669952034446      1.133       3.26      0.466   0.423950    156    174     33
157     713 16204465698469000359      1.132       3.26      0.457   0.424490    157    165     95
158     776 14831794971818819797      1.132       3.27      0.456   0.422242    158    161    103
159     673 11951320906347421245      1.132       3.19      0.460   0.426244    159    247     63
160     146  4187774267746450188      1.131       3.21      0.440   0.426981    160    228    261
161     424 17717349217495225269      1.130       3.24      0.460   0.421548    161    197     68
162     791  6850581541679997683      1.130       3.26      0.457   0.424772    162    176     94
163     354  1314342829607705822      1.130       3.27      0.442   0.427914    163    162    236
164     567 10533844300617944104      1.129       3.22      0.451   0.424352    164    212    154
165     780 13601108812215295874      1.129       3.34      0.464   0.424673    165    102     47
166     559 13660429474672275760      1.128       3.42      0.448   0.425810    166     49    177
167     291  2290475673156423231      1.128       3.09      0.458   0.423628    167    371     87
168     292 11643981733133678207      1.128       3.19      0.459   0.425434    168    240     76
169     510  7517724635357604682      1.128       3.20      0.459   0.425606    169    237     69
170     174 15646264522418620364      1.127       3.37      0.451   0.422041    170     75    155
171     611 15600303968632707817      1.127       3.31      0.429   0.427913    171    119    365
172     156  7646174053167182904      1.127       3.29      0.450   0.425290    172    136    165
173     154  2359805776836175054      1.127       3.18      0.472   0.424237    173    264     11
174     373 11958826070709494401      1.126       3.16      0.453   0.423854    174    288    138
175     555 10439011436082130201      1.126       3.30      0.443   0.428014    175    125    234
176     644 13721093152211515222      1.126       3.31      0.444   0.425130    176    118    217
177     698  5125114749958504320      1.126       3.19      0.443   0.427878    177    242    228
178     438 16327506298630702233      1.125       3.21      0.457   0.426952    178    223     96
179     204  7155349703358211036      1.125       3.26      0.456   0.426097    179    172     97
180     565  3745255837981709705      1.124       3.21      0.450   0.423408    180    220    160
181     548 14612242496217648679      1.124       3.26      0.446   0.426107    181    168    201
182     730  7452297661755061350      1.123       3.29      0.449   0.423375    182    139    167
183      31 14945471647392039681      1.123       3.29      0.445   0.421954    183    134    212
184     561  2932506105755326466      1.123       3.38      0.439   0.424152    184     72    274
185      14 15058662412242877013      1.122       3.26      0.441   0.420979    185    178    250
186     454  3025295971956058150      1.122       3.26      0.450   0.426610    186    177    163
187     250  6127913292760207042      1.122       3.18      0.472   0.421769    187    261     10
188     783  9105407814512073881      1.121       3.12      0.456   0.417094    188    337    101
189     512  4083348629481017353      1.119       3.32      0.437   0.424042    189    109    298
190     130 10903823995394270069      1.118       3.19      0.426   0.392015    190    248    386
191     470   900085639507806285      1.117       3.29      0.452   0.415125    191    140    144
192     549 15079975640603413742      1.116       3.17      0.469   0.422086    192    281     17
193     370  5630691022876844304      1.116       3.05      0.453   0.423618    193    392    141
194     799  1468347256711339872      1.115       3.19      0.455   0.427687    194    244    123
195     158 16659754858292628237      1.114       3.26      0.458   0.423997    195    164     86
196     709  6963774647319908809      1.114       3.18      0.456   0.423285    196    260    102
197     153  3087023548853614822      1.114       3.17      0.456   0.422098    197    272    107
198     724  5187505823651997311      1.113       3.41      0.438   0.426488    198     54    288
199     126  2633690831389363879      1.113       3.29      0.425   0.408832    199    135    399
200      77 16955438889332678352      1.112       3.26      0.428   0.417053    200    181    369
201     390 15208094364242385359      1.110       3.26      0.423   0.426883    201    175    416
202     554  9135605195341761869      1.110       3.21      0.452   0.407642    202    219    146
203      22  5926076389761409934      1.109       3.16      0.453   0.420306    203    294    136
204     796  8078643105265855797      1.108       3.12      0.453   0.426093    204    335    143
205     221 16437287177099178506      1.107       3.18      0.455   0.426436    205    262    113
206     595 14492950121814913990      1.107       3.14      0.462   0.424539    206    305     57
207     463  4927414089309372580      1.107       3.16      0.439   0.417029    207    289    272
208     339  2500027868330265707      1.107       3.18      0.456   0.427759    208    258    105
209     613  2751265854683554772      1.106       3.23      0.446   0.426903    209    206    198
210     720 10104290398794581432      1.105       3.29      0.446   0.416557    210    132    203
211     593   693126739203421740      1.105       3.21      0.435   0.423585    211    217    313
212     647  3835149948587744457      1.105       3.40      0.411   0.428659    212     58    515
213      64  8370544324519749614      1.105       3.28      0.459   0.425741    213    152     73
214     132 12076898892837474840      1.105       3.24      0.440   0.422628    214    194    260
215     403  1604231934817132780      1.104       3.11      0.454   0.422304    215    341    131
216     448  8960058607387509366      1.104       3.22      0.432   0.423744    216    207    342
217     459  9175224538107414059      1.103       3.25      0.438   0.413875    217    187    286
218     498 13433985302971783278      1.102       3.06      0.467   0.424874    218    385     27
219     271 17371714945230936257      1.101       3.20      0.436   0.424443    219    231    307
220     671  4704684974054747738      1.101       3.17      0.465   0.427296    220    280     40
221     276  6722263477670844183      1.101       3.20      0.441   0.415121    221    230    254
222     658 16948909755943119159      1.100       3.15      0.464   0.423735    222    299     44
223     790 17840063979956826232      1.100       3.21      0.449   0.423660    223    221    173
224     590  5217034622416120740      1.100       3.26      0.427   0.429029    224    163    379
225     317 10808061766690861439      1.099       3.19      0.446   0.423687    225    252    199
226     117 10907692223483096950      1.099       3.43      0.417   0.407222    226     45    468
227     245  7018694377089862936      1.097       3.14      0.455   0.425362    227    308    111
228     382 14302172162556147445      1.097       3.19      0.439   0.413087    228    241    270
229     731  4097691284344713429      1.096       3.14      0.451   0.425139    229    307    152
230     462  5090305462744725437      1.096       3.24      0.426   0.430614    230    189    390
231      71  6503977554593644180      1.095       3.35      0.430   0.418058    231     98    357
232     307  1423515048110217007      1.095       3.24      0.438   0.423379    232    195    284
233     465  6629900988025847527      1.094       3.09      0.429   0.408279    233    373    361
234     655  3196337500063102875      1.094       3.30      0.409   0.394384    234    126    523
235     210  4241674426350903029      1.094       3.20      0.460   0.422590    235    238     62
236     660  7362099475143380281      1.093       3.09      0.463   0.421781    236    375     48
237     754  3044325672790866220      1.093       3.26      0.442   0.428449    237    169    237
238      16  9089173799394744216      1.093       3.15      0.434   0.394485    238    296    323
239     388 15950734809779532869      1.093       3.09      0.448   0.416739    239    363    182
240       7  6116232655979643578      1.092       3.29      0.439   0.427857    240    133    273
241     349 16478396785289300648      1.092       3.23      0.438   0.405849    241    200    282
242     110 15926764505928812913      1.092       3.13      0.454   0.426768    242    319    132
243     407 12812551406092992334      1.091       3.15      0.442   0.421264    243    300    242
244     666 15819987999899501331      1.090       3.17      0.451   0.426592    244    270    159
245     648  8561673204128375787      1.090       3.21      0.438   0.422818    245    218    285
246     223  1689056607886250721      1.090       3.16      0.444   0.428920    246    290    219
247      58 11937860716788936190      1.089       3.23      0.426   0.425759    247    199    392
248      57 17767764731956844073      1.089       3.17      0.449   0.418987    248    277    169
249     483  6816120950265246365      1.089       3.17      0.444   0.422005    249    278    225
250     345  7743472565254340369      1.088       3.14      0.446   0.424513    250    310    197
251     461   329743815502486694      1.088       3.21      0.439   0.415860    251    224    268
252       9 13265426551472630865      1.088       3.15      0.465   0.423665    252    302     41
253     297  1508652764589495505      1.088       3.28      0.437   0.409135    253    151    293
254     742  5509621597049145229      1.088       3.19      0.446   0.425620    254    246    200
255     493 13967431721778999859      1.087       3.25      0.428   0.422914    255    188    373
256     417  6002922634023412293      1.087       3.26      0.428   0.412909    256    171    374
257     472 12448695259486466294      1.087       3.17      0.442   0.421104    257    269    246
258     279 15327969273908904494      1.086       3.20      0.433   0.425875    258    235    330
259     675  6529245124602741217      1.086       3.19      0.455   0.423529    259    253    112
260     248 14976414781522632523      1.086       3.22      0.443   0.415502    260    209    232
261      12 15854386092367339346      1.086       3.21      0.421   0.423415    261    225    436
262     187  1421305765415891951      1.086       3.09      0.467   0.409619    262    367     29
263     105  4336298447335178696      1.085       3.13      0.443   0.425376    263    317    229
264     222 17152358511065608057      1.085       3.19      0.448   0.424069    264    245    183
265      90  3955736023440666143      1.084       3.26      0.432   0.425288    265    166    338
266      20  6648783437061348536      1.083       3.31      0.411   0.396364    266    116    512
267      42 15444161686625453692      1.083       3.04      0.447   0.416544    267    398    186
268     264   442660731546360453      1.082       3.20      0.397   0.387781    268    232    608
269     781  5642169608858585907      1.082       3.13      0.446   0.425264    269    323    207
270      43 17232890835670202906      1.081       3.17      0.431   0.426456    270    274    345
271     490  6106937979961009098      1.081       3.31      0.414   0.426614    271    115    484
272      85  7976539648295913851      1.081       3.24      0.427   0.395451    272    193    380
273     663 12867917538253474736      1.080       3.24      0.438   0.418395    273    192    283
274     260  9629620998448138254      1.080       3.20      0.408   0.402263    274    234    533
275     128  8828536939790331433      1.079       3.18      0.446   0.410427    275    256    194
276     695  8730370411158964578      1.079       3.11      0.455   0.416686    276    351    109
277     318   195788006902685462      1.079       3.04      0.458   0.421963    277    402     85
278     604 13044133615230558013      1.078       3.23      0.426   0.426660    278    201    391
279     383  6499987172306447590      1.077       3.18      0.453   0.422763    279    265    140
280     552 14474017133760541748      1.076       3.15      0.436   0.429246    280    298    306
281     560  9426164090239980089      1.075       3.14      0.431   0.426749    281    312    348
282     743 12609283919093229310      1.075       3.21      0.448   0.418873    282    216    181
283     676 11429901419443757718      1.075       3.32      0.426   0.401037    283    112    385
284     703  5291606515930983683      1.074       3.17      0.439   0.427808    284    282    269
285     727 10445469505670146767      1.074       3.13      0.436   0.413798    285    327    310
286     779  9565537796904823742      1.074       3.12      0.433   0.411788    286    329    327
287     415  5031521178429519789      1.074       3.22      0.429   0.427420    287    211    366
288     586 10728941009968557668      1.073       3.06      0.444   0.426045    288    387    226
289      80 14793822456511150436      1.073       3.13      0.459   0.422175    289    320     71
290     296 17396689367158082273      1.072       3.13      0.436   0.429117    290    326    301
291     405  6206058231097677387      1.072       3.11      0.447   0.425728    291    349    187
292     152 15929983451427999447      1.071       3.17      0.422   0.424559    292    271    431
293     145  9025652768925358328      1.070       3.06      0.454   0.411294    293    386    124
294     389 16016028001340388367      1.070       3.19      0.456   0.425010    294    250    108
295     622  4723812418940669644      1.070       3.27      0.440   0.418619    295    160    259
296     368  9175410075361841188      1.070       3.10      0.449   0.426782    296    352    174
297     540 16489026821595077681      1.069       3.09      0.442   0.424219    297    360    243
298      11 17183871877105666801      1.067       3.09      0.437   0.420522    298    359    292
299       4  1296734873149627592      1.067       3.13      0.460   0.423821    299    321     66
300     323 11676021276890267234      1.066       3.16      0.465   0.426989    300    283     37
301     416 17180913970882921978      1.066       3.14      0.428   0.418096    301    316    367
302     737  7941437901740015324      1.065       3.02      0.467   0.421527    302    420     31
303     529 18188267400078704734      1.064       3.18      0.448   0.423993    303    263    179
304     425  9700141017269143566      1.064       3.05      0.423   0.365882    304    391    421
305     527  4784674197399741091      1.064       3.15      0.437   0.426830    305    301    296
306      49  3525181187776282391      1.063       3.22      0.398   0.397737    306    208    599
307     162  3519570824852639382      1.063       3.03      0.454   0.406102    307    408    128
308     507 16903177617840625325      1.062       3.16      0.431   0.430028    308    286    349
309     283  3956660021467684436      1.062       3.15      0.414   0.392104    309    295    487
310     348  6869155468901618632      1.061       3.11      0.430   0.399753    310    348    350
311     488 16155374517007311661      1.060       3.11      0.440   0.425776    311    347    267
312     680 15985607372927318921      1.060       3.13      0.443   0.425771    312    325    233
313     333 13878916280738454865      1.060       3.15      0.450   0.416472    313    297    161
314     305 10234917759508886765      1.059       3.14      0.422   0.425991    314    311    426
315     326   275690289431049217      1.059       3.20      0.446   0.408662    315    236    195
316     564 14870118010545403275      1.059       3.08      0.433   0.428742    316    376    331
317     440 11194974715698840413      1.058       3.12      0.445   0.405686    317    336    213
318     280   546837647831782935      1.057       3.19      0.413   0.423893    318    251    504
319     155  4482106480076547361      1.055       2.94      0.455   0.423631    319    471    122
320     646  5202784630985872391      1.054       3.23      0.433   0.414571    320    205    329
321     400  3669394865317059207      1.053       3.16      0.440   0.426261    321    285    258
322      23 10265009700742074104      1.053       3.18      0.425   0.428910    322    257    403
323      98 14020678451309944397      1.053       3.07      0.439   0.411426    323    379    271
324      88 13233468016012363934      1.053       2.88      0.469   0.422165    324    510     16
325     669 11339571370171630375      1.053       3.15      0.438   0.422283    325    303    281
326     338 16798513512698838986      1.052       3.21      0.414   0.418919    326    226    496
327     643 14993070696913228201      1.052       3.10      0.425   0.428323    327    358    398
328     532 14633070693533867896      1.052       3.14      0.444   0.425477    328    304    220
329     262 11555333072972940765      1.050       3.23      0.434   0.427199    329    203    325
330     633  1513903589643506756      1.050       3.12      0.432   0.414289    330    331    337
331       8  5805958870133268815      1.048       3.08      0.451   0.425772    331    378    153
332     485  4855896198131430846      1.048       3.03      0.430   0.400150    332    409    354
333     478 16234739662377920526      1.047       3.21      0.414   0.389918    333    222    490
334     374  6223902085268162303      1.045       3.04      0.431   0.426963    334    396    347
335     500 18088879189176546373      1.045       3.22      0.419   0.411436    335    214    453
336     543  7742186448588896457      1.044       3.05      0.420   0.419713    336    390    444
337     161 14320832516445064591      1.044       3.13      0.421   0.425106    337    324    438
338     556 10373058565714294550      1.044       3.18      0.420   0.395113    338    255    442
339     650 10083395476654627692      1.044       3.03      0.454   0.421352    339    411    126
340     717  1142426169736972613      1.044       2.98      0.446   0.425598    340    439    202
341     495  4731247987008277517      1.044       3.10      0.448   0.412976    341    356    180
342     177  3728927102710849678      1.043       3.23      0.412   0.409532    342    198    507
343     607  1586197099882879725      1.042       3.10      0.424   0.427490    343    355    414
344     759  2753219362205052851      1.041       3.12      0.433   0.414408    344    340    333
345     362  9866759805445969471      1.040       3.30      0.400   0.436244    345    130    582
346     517 16871014015511640795      1.039       3.17      0.422   0.418297    346    267    429
347     191 12107113151879388773      1.039       2.98      0.429   0.412098    347    443    362
348       2  6029950979097221868      1.039       3.11      0.440   0.411543    348    346    265
349     670  8488933093583292245      1.039       2.98      0.434   0.428335    349    440    318
350     351 12513174040884233909      1.039       3.08      0.435   0.420378    350    377    314
351     365  5059790170102402423      1.039       3.09      0.450   0.427096    351    365    166
352     256  3918569042304629133      1.037       3.16      0.423   0.423054    352    287    420
353     518 12679107740558721880      1.037       3.09      0.447   0.427395    353    366    192
354     741 12588140063378294204      1.036       3.13      0.425   0.427310    354    322    405
355     767  2175971371729958429      1.036       3.12      0.427   0.425072    355    328    383
356     467 14666414596809459891      1.036       3.05      0.436   0.426531    356    394    304
357     523 14476525700860995976      1.035       3.12      0.404   0.429914    357    333    555
358     133  3001008323528769965      1.035       3.11      0.416   0.415073    358    345    477
359     449 11643310775639181507      1.035       3.06      0.412   0.417754    359    389    508
360      91 10645298449229141243      1.034       3.20      0.422   0.405537    360    233    424
361     639  9649186543146009375      1.034       3.14      0.425   0.426712    361    315    406
362     347 16717303972457208872      1.033       3.16      0.419   0.422070    362    292    451
363     414  1846788534960956884      1.032       2.93      0.441   0.399161    363    477    255
364     402  4833447179671716719      1.031       3.17      0.425   0.426654    364    276    404
365     289 17634570015460857325      1.031       3.11      0.404   0.422849    365    344    561
366     300 14878465646623800407      1.030       2.97      0.461   0.424017    366    451     60
367     501 14856982561207584012      1.030       3.16      0.400   0.429024    367    291    579
368     371   185720955095589134      1.030       3.06      0.422   0.428249    368    383    430
369     341  7227191273297002235      1.030       3.12      0.432   0.425256    369    338    341
370     315  9812696557159545607      1.030       3.22      0.415   0.417598    370    213    478
371     634  4298591502635449707      1.029       3.10      0.414   0.426604    371    354    489
372       1 14161001486989760588      1.028       3.17      0.429   0.429979    372    266    364
373     739 13569845649144036770      1.028       3.24      0.409   0.385623    373    196    527
374     312 10945602548729668910      1.028       3.47      0.387   0.414398    374     25    655
375     674  4936766045308459786      1.028       3.10      0.436   0.424251    375    353    308
376     740  8049238997291177147      1.027       3.19      0.421   0.394562    376    243    432
377     716 10463253120673695261      1.025       3.09      0.432   0.408433    377    370    339
378     286  6918753220098153322      1.025       2.99      0.437   0.424624    378    434    294
379     551  7312411610710822227      1.025       3.12      0.436   0.427398    379    330    302
380     251  1912736020518664491      1.024       2.92      0.432   0.374676    380    484    340
381     355 13825987737720616704      1.022       3.18      0.434   0.430048    381    259    317
382     233 10468891361048897596      1.022       3.14      0.414   0.423038    382    314    492
383     764 11578689765325901978      1.021       3.21      0.424   0.411658    383    227    411
384     785 11166398225022227360      1.021       3.16      0.399   0.404404    384    293    597
385     205   902125696687054148      1.020       2.98      0.431   0.424885    385    438    346
386     375  1303114553420428294      1.020       3.17      0.404   0.411907    386    273    558
