step,lt,err,locked,pred_x,pred_y,pred_z,true_x,true_y,true_z,drive_x,drive_y,drive_z,drive_xz
542,9.8167,0.0326882,1,-0.19928,-0.338115,-0.363069,-0.211041,-0.329083,-0.308428,-0.19928,-0.338115,-0.326762,0.0506467
543,9.83482,0.0284645,1,-0.225435,-0.38359,-0.358843,-0.232612,-0.368185,-0.312563,-0.225435,-0.38359,-0.322959,0.0566271
544,9.85293,0.0242271,1,-0.255969,-0.435359,-0.343212,-0.257795,-0.411903,-0.308465,-0.255969,-0.435359,-0.308891,0.0614962
545,9.87104,0.0213218,1,-0.291232,-0.490663,-0.314226,-0.286746,-0.459867,-0.294343,-0.291232,-0.490663,-0.282804,0.064059
546,9.88915,0.0223109,1,-0.329347,-0.548358,-0.269902,-0.319466,-0.511041,-0.268135,-0.329347,-0.548358,-0.242912,0.0622241
547,9.90726,0.0278938,1,-0.370924,-0.60521,-0.20886,-0.355682,-0.563415,-0.227701,-0.370924,-0.60521,-0.187974,0.0542299
548,9.92538,0.0359165,1,-0.414285,-0.654319,-0.128338,-0.394693,-0.613706,-0.171195,-0.414285,-0.654319,-0.115504,0.0372179
549,9.94349,0.0468914,1,-0.458015,-0.687558,-0.0259335,-0.435192,-0.657171,-0.097712,-0.458015,-0.687558,-0.0233401,0.00831454
550,9.9616,0.0581141,1,-0.497832,-0.699823,0.0891243,-0.475121,-0.687763,-0.00819232,-0.497832,-0.699823,0.0802118,-0.0310582
551,9.97971,0.0682409,1,-0.530653,-0.685736,0.209533,-0.51163,-0.698892,0.0936209,-0.530653,-0.685736,0.188579,-0.0778324
552,9.99782,0.0763815,1,-0.552509,-0.636983,0.323388,-0.541257,-0.684932,0.2006,-0.552509,-0.636983,0.291049,-0.125072
553,10.0159,0.0827526,1,-0.557441,-0.556356,0.416608,-0.560393,-0.643256,0.302663,-0.557441,-0.556356,0.374947,-0.162564
554,10.034,0.0859954,1,-0.544687,-0.460572,0.48032,-0.566037,-0.575976,0.388604,-0.544687,-0.460572,0.432288,-0.183137
555,10.0522,0.0874047,1,-0.517393,-0.356991,0.509107,-0.556597,-0.490282,0.448979,-0.517393,-0.356991,0.458196,-0.184386
556,10.0703,0.088559,1,-0.475317,-0.255749,0.497985,-0.532435,-0.396805,0.478785,-0.475317,-0.255749,0.448186,-0.16569
557,10.0884,0.0874914,1,-0.425209,-0.173395,0.4633,-0.495862,-0.30659,0.47852,-0.425209,-0.173395,0.41697,-0.1379
558,10.1065,0.0859239,1,-0.369223,-0.109779,0.414319,-0.450571,-0.228191,0.453175,-0.369223,-0.109779,0.372887,-0.107083
559,10.1246,0.0842557,1,-0.313535,-0.0628358,0.355168,-0.400776,-0.166208,0.409943,-0.313535,-0.0628358,0.319651,-0.0779504
560,10.1427,0.0797103,1,-0.262115,-0.036105,0.292863,-0.350397,-0.121466,0.355959,-0.262115,-0.036105,0.263577,-0.0537347
561,10.1608,0.0742444,1,-0.217309,-0.0238039,0.229135,-0.302528,-0.0922027,0.296928,-0.217309,-0.0238039,0.206221,-0.0348551
562,10.1789,0.0694714,1,-0.178562,-0.0201668,0.166629,-0.25925,-0.0754277,0.236733,-0.178562,-0.0201668,0.149966,-0.0208275
563,10.1971,0.0644484,1,-0.146598,-0.0204225,0.110112,-0.221693,-0.067952,0.177659,-0.146598,-0.0204225,0.0991009,-0.0112996
564,10.2152,0.0601019,1,-0.120627,-0.0230467,0.0571321,-0.190235,-0.0669728,0.120866,-0.120627,-0.0230467,0.0514189,-0.00482418
565,10.2333,0.0568592,1,-0.0999998,-0.0267895,0.00669977,-0.164734,-0.0703019,0.0668257,-0.0999998,-0.0267895,0.00602979,-0.000468983
566,10.2514,0.0532548,1,-0.0844723,-0.0354792,-0.0409548,-0.144735,-0.0763806,0.0156462,-0.0844723,-0.0354792,-0.0368593,0.00242168
567,10.2695,0.050911,1,-0.0727952,-0.0432699,-0.086297,-0.129638,-0.0841952,-0.0327266,-0.0727952,-0.0432699,-0.0776673,0.00439741
568,10.2876,0.0494742,1,-0.0646769,-0.0498142,-0.128736,-0.118808,-0.0931624,-0.0783991,-0.0646769,-0.0498142,-0.115863,0.00582837
569,10.3057,0.0481513,1,-0.0592851,-0.0567891,-0.167038,-0.111653,-0.103021,-0.121476,-0.0592851,-0.0567891,-0.150334,0.00693202
570,10.3238,0.0474819,1,-0.0565417,-0.0653967,-0.204619,-0.107661,-0.113741,-0.162037,-0.0565417,-0.0653967,-0.184157,0.00809866
571,10.342,0.047406,1,-0.0561123,-0.0739482,-0.239586,-0.106426,-0.12546,-0.200127,-0.0561123,-0.0739482,-0.215627,0.00941059
572,10.3601,0.0476703,1,-0.0569377,-0.0846963,-0.272593,-0.107652,-0.138436,-0.235749,-0.0569377,-0.0846963,-0.245334,0.0108646
573,10.3782,0.0496501,1,-0.0593991,-0.0929747,-0.302207,-0.111153,-0.153015,-0.268858,-0.0593991,-0.0929747,-0.271986,0.0125655
574,10.3963,0.0539707,1,-0.0620148,-0.10092,-0.331164,-0.116845,-0.169623,-0.299349,-0.0620148,-0.10092,-0.298047,0.0143759
575,10.4144,0.0591571,1,-0.0665582,-0.110458,-0.358405,-0.124743,-0.188748,-0.327037,-0.0665582,-0.110458,-0.322565,0.0166984
576,10.4325,0.0646339,1,-0.0727839,-0.12398,-0.384872,-0.134955,-0.210945,-0.351636,-0.0727839,-0.12398,-0.346385,0.0196087
577,10.4506,0.0708986,1,-0.0813952,-0.140026,-0.409017,-0.147675,-0.236821,-0.37272,-0.0813952,-0.140026,-0.368116,0.0233044
578,10.4687,0.0785516,1,-0.0908941,-0.159175,-0.43034,-0.163175,-0.267031,-0.389676,-0.0908941,-0.159175,-0.387306,0.0273808
579,10.4868,0.08846,1,-0.101333,-0.180221,-0.447605,-0.1818,-0.302238,-0.401643,-0.101333,-0.180221,-0.402845,0.0317499
580,10.505,0.100247,1,-0.113747,-0.204844,-0.461372,-0.203947,-0.34306,-0.407439,-0.113747,-0.204844,-0.415235,0.0367359
581,10.5231,0.113995,1,-0.129052,-0.233317,-0.47065,-0.230045,-0.38996,-0.405472,-0.129052,-0.233317,-0.423585,0.0425169
582,10.5412,0.129579,1,-0.147324,-0.26805,-0.476947,-0.260495,-0.44306,-0.393666,-0.147324,-0.26805,-0.429253,0.049186
583,10.5593,0.147055,1,-0.169729,-0.30955,-0.479192,-0.2956,-0.501861,-0.369426,-0.169729,-0.30955,-0.431273,0.0569329
584,10.5774,0.166637,1,-0.196183,-0.358836,-0.476278,-0.335424,-0.564834,-0.329715,-0.196183,-0.358836,-0.42865,0.0654061
585,10.5955,0.187043,1,-0.228101,-0.415542,-0.462343,-0.379608,-0.628903,-0.271351,-0.228101,-0.415542,-0.416109,0.0738227
586,10.6136,0.207226,1,-0.265253,-0.479974,-0.434525,-0.427112,-0.688925,-0.19169,-0.265253,-0.479974,-0.391073,0.0806812
587,10.6317,0.225547,1,-0.308134,-0.550418,-0.388936,-0.475936,-0.737429,-0.0897965,-0.308134,-0.550418,-0.350042,0.083891
588,10.6499,0.241107,1,-0.355708,-0.621213,-0.322671,-0.522896,-0.76508,0.0319379,-0.355708,-0.621213,-0.290404,0.0803437
589,10.668,0.251516,0,-0.407021,-0.688648,-0.233538,-0.563643,-0.762377,0.16623,-0.407021,-0.688648,-0.210184,0.0665384
590,10.6861,0.252408,0,-0.460154,-0.743616,-0.115498,-0.593111,-0.722717,0.300452,-0.460154,-0.743616,-0.103948,0.0372029
591,10.7042,0.246334,1,-0.511666,-0.776998,0.0236923,-0.606509,-0.6459,0.418483,-0.511666,-0.776998,0.021323,-0.00848576
592,10.7223,0.231733,1,-0.558046,-0.774518,0.182114,-0.600653,-0.540026,0.505067,-0.558046,-0.774518,0.163903,-0.0711398
593,10.7404,0.213653,1,-0.590689,-0.723498,0.339854,-0.575082,-0.419914,0.550889,-0.590689,-0.723498,0.305869,-0.140524
594,10.7585,0.196861,1,-0.602883,-0.624929,0.470543,-0.532372,-0.302297,0.555393,-0.602883,-0.624929,0.423489,-0.198578
595,10.7766,0.183916,1,-0.591491,-0.495769,0.561436,-0.47741,-0.200503,0.525678,-0.591491,-0.495769,0.505292,-0.232459
596,10.7948,0.17404,1,-0.558663,-0.353584,0.601747,-0.416038,-0.121515,0.472628,-0.558663,-0.353584,0.541572,-0.235322
597,10.8129,0.161692,1,-0.504872,-0.219055,0.586389,-0.353712,-0.0661974,0.406895,-0.504872,-0.219055,0.52775,-0.207236
598,10.831,0.151036,1,-0.44013,-0.113031,0.538082,-0.294644,-0.0314205,0.336564,-0.44013,-0.113031,0.484274,-0.165778
599,10.8491,0.142511,1,-0.369543,-0.0350453,0.476498,-0.241531,-0.0124031,0.266667,-0.369543,-0.0350453,0.428848,-0.12326
600,10.8672,0.131871,1,-0.300571,0.0165267,0.401591,-0.195692,-0.00435149,0.199764,-0.300571,0.0165267,0.361432,-0.0844946
601,10.8853,0.121975,1,-0.236706,0.0479359,0.325826,-0.157408,-0.00326479,0.136818,-0.236706,0.0479359,0.293244,-0.0539876
602,10.9034,0.111252,1,-0.180653,0.0601273,0.250513,-0.126278,-0.00615483,0.0779419,-0.180653,0.0601273,0.225462,-0.0316792
603,10.9215,0.101751,1,-0.132783,0.0630485,0.179731,-0.101519,-0.010965,0.0228736,-0.132783,0.0630485,0.161758,-0.0167057
604,10.9396,0.0957539,1,-0.0944419,0.0601864,0.117854,-0.0821919,-0.0163795,-0.0287547,-0.0944419,0.0601864,0.106068,-0.00779123
605,10.9578,0.0919036,1,-0.0647792,0.0575439,0.0607776,-0.0673423,-0.0216217,-0.0772986,-0.0647792,0.0575439,0.0546998,-0.00275599
606,10.9759,0.0904207,1,-0.0383725,0.056511,0.00869397,-0.0560844,-0.0262835,-0.12306,-0.0383725,0.056511,0.00782457,-0.000233527
607,10.994,0.0905047,1,-0.0179957,0.0561299,-0.0388366,-0.047643,-0.030193,-0.166284,-0.0179957,0.0561299,-0.0349529,0.000489225
608,11.0121,0.091558,1,-0.0017099,0.0549593,-0.0815375,-0.0413669,-0.0333201,-0.207167,-0.0017099,0.0549593,-0.0733837,9.75945e-05
609,11.0302,0.0937716,1,0.0112314,0.0567997,-0.121287,-0.0367252,-0.0357115,-0.245871,0.0112314,0.0567997,-0.109159,-0.000953562
610,11.0483,0.0955872,1,0.0232134,0.0606764,-0.16175,-0.0332957,-0.0374484,-0.282535,0.0232134,0.0606764,-0.145575,-0.00262834
611,11.0664,0.096782,1,0.033267,0.0655679,-0.202616,-0.0307484,-0.0386206,-0.317276,0.033267,0.0655679,-0.182354,-0.00471829
612,11.0845,0.0998114,1,0.04288,0.0718221,-0.238874,-0.0288291,-0.0393114,-0.350203,0.04288,0.0718221,-0.214987,-0.00717006
613,11.1027,0.105167,1,0.0518374,0.0808555,-0.270043,-0.0273433,-0.03959,-0.381413,0.0518374,0.0808555,-0.243038,-0.00979881
614,11.1208,0.1124,1,0.0617535,0.0950816,-0.301174,-0.0261429,-0.0395076,-0.410998,0.0617535,0.0950816,-0.271056,-0.013019
615,11.1389,0.122129,1,0.0723755,0.113459,-0.32964,-0.025114,-0.0390971,-0.439043,0.0723755,0.113459,-0.296676,-0.0167005
616,11.157,0.134472,1,0.0849171,0.133701,-0.352758,-0.0241677,-0.0383727,-0.465626,0.0849171,0.133701,-0.317482,-0.0209686
617,11.1751,0.150523,1,0.0993135,0.158904,-0.37063,-0.023232,-0.0373303,-0.490824,0.0993135,0.158904,-0.333567,-0.025766
618,11.1932,0.169096,1,0.116137,0.187555,-0.385566,-0.0222456,-0.0359481,-0.514706,0.116137,0.187555,-0.34701,-0.0313449
619,11.2113,0.191245,1,0.13471,0.22103,-0.394877,-0.0211527,-0.0341859,-0.537339,0.13471,0.22103,-0.355389,-0.0372357
620,11.2294,0.217983,1,0.15797,0.260753,-0.399983,-0.0198982,-0.0319841,-0.558782,0.15797,0.260753,-0.359984,-0.0442298
621,11.2476,0.250826,0,0.184796,0.307835,-0.395221,-0.0184247,-0.0292615,-0.579092,0.184796,0.307835,-0.355699,-0.0511248
622,11.2657,0.289742,0,0.216263,0.361714,-0.380742,-0.0166679,-0.025912,-0.59832,0.216263,0.361714,-0.342667,-0.0576383
623,11.2838,0.33442,0,0.25119,0.421198,-0.354513,-0.0145533,-0.0218005,-0.616509,0.25119,0.421198,-0.319062,-0.062335
624,11.3019,0.384262,0,0.290963,0.48305,-0.315289,-0.0119923,-0.0167564,-0.633695,0.290963,0.48305,-0.28376,-0.0642164
625,11.32,0.440354,0,0.333916,0.544671,-0.25501,-0.00887739,-0.0105664,-0.649903,0.333916,0.544671,-0.229509,-0.0596063
626,11.3381,0.502988,0,0.382059,0.60383,-0.17431,-0.00507735,-0.00296449,-0.665142,0.382059,0.60383,-0.156879,-0.0466176
627,11.3562,0.568565,0,0.430083,0.648531,-0.069405,-0.000430506,0.00638006,-0.679402,0.430083,0.648531,-0.0624645,-0.020895
628,11.3743,0.634287,0,0.475672,0.671191,0.0549235,0.00526262,0.0178775,-0.692643,0.475672,0.671191,0.0494311,0.0182879
629,11.3924,0.696907,0,0.514905,0.665527,0.191358,0.0122485,0.0320356,-0.704781,0.514905,0.665527,0.172222,0.0689718
630,11.4106,0.747693,0,0.541137,0.619248,0.324421,0.0208319,0.0494807,-0.715666,0.541137,0.619248,0.291979,0.122889
631,11.4287,0.782599,0,0.550556,0.535,0.437933,0.0313886,0.070981,-0.725052,0.550556,0.535,0.39414,0.168775
632,11.4468,0.798507,0,0.541662,0.423705,0.516103,0.0443809,0.0974718,-0.732546,0.541662,0.423705,0.464493,0.195687
633,11.4649,0.796051,0,0.511628,0.303778,0.553699,0.0603741,0.130076,-0.737536,0.511628,0.303778,0.498329,0.198302
634,11.483,0.779447,0,0.46616,0.188586,0.554438,0.0800529,0.170112,-0.739081,0.46616,0.188586,0.498995,0.18092
635,11.5011,0.748562,0,0.409803,0.0902112,0.517664,0.104234,0.219074,-0.735754,0.409803,0.0902112,0.465898,0.148498
636,11.5192,0.710302,0,0.347453,0.0160356,0.457399,0.133868,0.278547,-0.725419,0.347453,0.0160356,0.411659,0.111247
637,11.5373,0.67197,0,0.286672,-0.0310029,0.388619,0.170013,0.349992,-0.704938,0.286672,-0.0310029,0.349757,0.0779842
638,11.5555,0.638143,0,0.23008,-0.0598635,0.318706,0.213757,0.434315,-0.669828,0.23008,-0.0598635,0.286835,0.0513296
639,11.5736,0.611725,0,0.179071,-0.0747708,0.250928,0.266043,0.531059,-0.613958,0.179071,-0.0747708,0.225835,0.0314537
640,11.5917,0.595668,0,0.136616,-0.0797619,0.187568,0.327332,0.637058,-0.52955,0.136616,-0.0797619,0.168811,0.0179373
641,11.6098,0.591994,0,0.100714,-0.079893,0.124854,0.397026,0.74451,-0.407996,0.100714,-0.079893,0.112369,0.00880218
642,11.6279,0.604599,0,0.0719609,-0.0774658,0.0681235,0.472616,0.838882,-0.242364,0.0719609,-0.0774658,0.0613111,0.00343156
643,11.646,0.631206,0,0.0481335,-0.0725848,0.0162856,0.548701,0.898154,-0.032316,0.0481335,-0.0725848,0.014657,0.000548718
644,11.6641,0.666037,0,0.0295884,-0.0672242,-0.0321179,0.616385,0.896231,0.209215,0.0295884,-0.0672242,-0.0289061,-0.00066522
645,11.6822,0.700267,0,0.0162338,-0.0639968,-0.079601,0.664017,0.813015,0.451762,0.0162338,-0.0639968,-0.0716409,-0.000904562
646,11.7004,0.721714,0,0.00583739,-0.0612448,-0.124697,0.680109,0.648526,0.652604,0.00583739,-0.0612448,-0.112227,-0.000509533
647,11.7185,0.720503,0,-0.00220595,-0.058358,-0.165436,0.657842,0.430251,0.774229,-0.00220595,-0.058358,-0.148892,0.00025546
648,11.7366,0.694823,0,-0.00874295,-0.0561003,-0.202612,0.598538,0.203299,0.803499,-0.00874295,-0.0561003,-0.182351,0.00124
649,11.7547,0.649911,0,-0.013922,-0.0545053,-0.237628,0.51138,0.00852734,0.755971,-0.013922,-0.0545053,-0.213865,0.00231578
650,11.7728,0.594561,0,-0.0182444,-0.0554558,-0.270803,0.409519,-0.133453,0.662709,-0.0182444,-0.0554558,-0.243722,0.00345845
651,11.7909,0.538235,0,-0.0220654,-0.056861,-0.303712,0.305435,-0.222672,0.553225,-0.0220654,-0.056861,-0.273341,0.00469107
652,11.809,0.486988,0,-0.0250514,-0.059245,-0.335957,0.208119,-0.270602,0.446622,-0.0250514,-0.059245,-0.302362,0.00589135
653,11.8271,0.444164,0,-0.0278149,-0.0613677,-0.367062,0.122517,-0.291168,0.351574,-0.0278149,-0.0613677,-0.330356,0.00714687
654,11.8452,0.410522,0,-0.0304859,-0.0645145,-0.397393,0.050324,-0.296039,0.270027,-0.0304859,-0.0645145,-0.357654,0.00848042
655,11.8634,0.384614,0,-0.0336735,-0.0674346,-0.425389,-0.00886514,-0.293433,0.200784,-0.0336735,-0.0674346,-0.38285,0.010027
656,11.8815,0.364272,0,-0.0366938,-0.0723576,-0.45068,-0.0565811,-0.288577,0.141719,-0.0366938,-0.0723576,-0.405612,0.011576
657,11.8996,0.348165,0,-0.0403259,-0.079386,-0.473618,-0.0948113,-0.284561,0.090822,-0.0403259,-0.079386,-0.426256,0.0133693
658,11.9177,0.335031,0,-0.0446887,-0.0899571,-0.494635,-0.125603,-0.28309,0.0465577,-0.0446887,-0.0899571,-0.445171,0.0154732
659,11.9358,0.32395,0,-0.0506944,-0.102751,-0.513228,-0.150858,-0.285027,0.00789793,-0.0506944,-0.102751,-0.461905,0.0182125
660,11.9539,0.314658,0,-0.0583587,-0.118285,-0.530054,-0.172237,-0.290745,-0.0257547,-0.0583587,-0.118285,-0.477049,0.0216533
661,11.972,0.307187,0,-0.0678696,-0.135407,-0.545266,-0.19114,-0.300339,-0.0546608,-0.0678696,-0.135407,-0.490739,0.0259049
662,11.9901,0.301825,0,-0.0783122,-0.155807,-0.559804,-0.208715,-0.31375,-0.0788224,-0.0783122,-0.155807,-0.503824,0.0306876
663,12.0083,0.297476,0,-0.0915427,-0.181158,-0.57241,-0.225881,-0.330826,-0.0980377,-0.0915427,-0.181158,-0.515169,0.03668
664,12.0264,0.294162,0,-0.107607,-0.213317,-0.583231,-0.243357,-0.351333,-0.111938,-0.107607,-0.213317,-0.524908,0.0439317
665,12.0445,0.290957,0,-0.127511,-0.251329,-0.589787,-0.261679,-0.37494,-0.120014,-0.127511,-0.251329,-0.530809,0.052643
666,12.0626,0.287754,0,-0.150803,-0.296685,-0.591207,-0.281212,-0.40117,-0.121651,-0.150803,-0.296685,-0.532086,0.0624092
667,12.0807,0.2831,0,-0.17885,-0.3493,-0.583957,-0.302154,-0.42934,-0.116167,-0.17885,-0.3493,-0.525561,0.0731085
668,12.0988,0.276976,0,-0.21216,-0.412348,-0.566998,-0.324514,-0.45848,-0.102891,-0.21216,-0.412348,-0.510298,0.084206
669,12.1169,0.267646,0,-0.252132,-0.48442,-0.534799,-0.348093,-0.487265,-0.0812732,-0.252132,-0.48442,-0.481319,0.094388
670,12.135,0.256274,0,-0.298314,-0.565414,-0.48566,-0.37245,-0.513977,-0.0510484,-0.298314,-0.565414,-0.437094,0.101416
671,12.1532,0.240834,1,-0.352346,-0.651464,-0.410952,-0.396878,-0.536521,-0.0124443,-0.352346,-0.651464,-0.369857,0.101358
672,12.1713,0.2232,1,-0.411772,-0.736778,-0.306181,-0.420391,-0.552562,0.0335901,-0.411772,-0.736778,-0.275563,0.0882538
673,12.1894,0.206549,1,-0.474382,-0.80797,-0.170397,-0.441757,-0.559784,0.0851945,-0.474382,-0.80797,-0.153357,0.0565832
674,12.2075,0.195406,1,-0.536124,-0.851519,-0.00720585,-0.459578,-0.556289,0.13953,-0.536124,-0.851519,-0.00648526,0.00270426
675,12.2256,0.190311,1,-0.592198,-0.84798,0.181897,-0.472444,-0.541072,0.192929,-0.592198,-0.84798,0.163708,-0.0754035
676,12.2437,0.196668,1,-0.632449,-0.78995,0.370186,-0.479132,-0.514414,0.241309,-0.632449,-0.78995,0.333168,-0.163887
677,12.2618,0.209633,1,-0.648116,-0.675742,0.533985,-0.47883,-0.478054,0.280805,-0.648116,-0.675742,0.480586,-0.242259
678,12.2799,0.221761,1,-0.636079,-0.517195,0.64553,-0.471313,-0.435,0.308441,-0.636079,-0.517195,0.580977,-0.287426
679,12.298,0.222901,1,-0.593631,-0.336785,0.679942,-0.45702,-0.389003,0.322639,-0.593631,-0.336785,0.611948,-0.282544
680,12.3162,0.22163,1,-0.527948,-0.175536,0.656175,-0.437006,-0.343853,0.32337,-0.527948,-0.175536,0.590557,-0.242498
681,12.3343,0.220165,1,-0.449419,-0.0491756,0.594397,-0.412771,-0.302731,0.311936,-0.449419,-0.0491756,0.534957,-0.186993
682,12.3524,0.214102,1,-0.366739,0.032843,0.506717,-0.386033,-0.267819,0.290502,-0.366739,0.032843,0.456046,-0.130083
683,12.3705,0.210782,1,-0.28459,0.0837884,0.412733,-0.358487,-0.24021,0.261567,-0.28459,0.0837884,0.37146,-0.0822217
684,12.3886,0.211345,1,-0.211064,0.111746,0.324293,-0.331633,-0.220072,0.227547,-0.211064,0.111746,0.291864,-0.0479125
685,12.4067,0.212981,1,-0.148523,0.120965,0.250171,-0.306662,-0.20693,0.190512,-0.148523,0.120965,0.225154,-0.0260092
686,12.4248,0.21566,1,-0.0960212,0.120854,0.185345,-0.284427,-0.199967,0.152105,-0.0960212,0.120854,0.16681,-0.0124579
687,12.4429,0.220259,1,-0.0541166,0.119011,0.128064,-0.265467,-0.198262,0.113559,-0.0541166,0.119011,0.115257,-0.00485126
688,12.4611,0.225611,1,-0.0197499,0.114717,0.0724404,-0.250059,-0.200954,0.0757741,-0.0197499,0.114717,0.0651963,-0.00100148
689,12.4792,0.233563,1,0.00731848,0.11365,0.0218546,-0.238285,-0.207327,0.0394118,0.00731848,0.11365,0.0196692,0.00011196
690,12.4973,0.24337,1,0.030546,0.11314,-0.0242927,-0.230103,-0.216848,0.00497885,0.030546,0.11314,-0.0218634,-0.000519431
691,12.5154,0.255902,0,0.0497181,0.116716,-0.0608608,-0.225395,-0.229161,-0.0271034,0.0497181,0.116716,-0.0547747,-0.00211812
692,12.5335,0.273277,0,0.0664787,0.127421,-0.0970947,-0.224018,-0.244063,-0.0564459,0.0664787,0.127421,-0.0873853,-0.00451831
693,12.5516,0.294314,0,0.0827217,0.140834,-0.135678,-0.225826,-0.261471,-0.0826516,0.0827217,0.140834,-0.12211,-0.00785647
694,12.5697,0.318359,0,0.098218,0.156299,-0.170914,-0.230696,-0.281383,-0.105283,0.098218,0.156299,-0.153823,-0.0117508
695,12.5878,0.345253,0,0.113219,0.17385,-0.199286,-0.23853,-0.303831,-0.123839,0.113219,0.17385,-0.179357,-0.0157941
696,12.606,0.374417,0,0.129039,0.191738,-0.218146,-0.249252,-0.328832,-0.13773,0.129039,0.191738,-0.196332,-0.0197045
697,12.6241,0.408481,0,0.145826,0.215082,-0.23045,-0.262798,-0.35633,-0.146275,0.145826,0.215082,-0.207405,-0.023524
698,12.6422,0.447942,0,0.164671,0.243712,-0.239972,-0.279093,-0.386127,-0.148691,0.164671,0.243712,-0.215975,-0.0276616
699,12.6603,0.492423,0,0.184998,0.277723,-0.246031,-0.298019,-0.417798,-0.144122,0.184998,0.277723,-0.221428,-0.0318607
700,12.6784,0.541023,0,0.209334,0.314811,-0.24449,-0.319376,-0.450602,-0.131687,0.209334,0.314811,-0.220041,-0.035826
701,12.6965,0.591356,0,0.235374,0.353278,-0.232169,-0.342827,-0.483385,-0.110581,0.235374,0.353278,-0.208952,-0.0382527
702,12.7146,0.642897,0,0.263359,0.393417,-0.211433,-0.367842,-0.514505,-0.0802366,0.263359,0.393417,-0.19029,-0.0389781
703,12.7327,0.694451,0,0.292797,0.436005,-0.179965,-0.393644,-0.541823,-0.0405462,0.292797,0.436005,-0.161968,-0.0368852
704,12.7508,0.744235,0,0.326495,0.478689,-0.136962,-0.419166,-0.562787,0.00786052,0.326495,0.478689,-0.123266,-0.0313022
705,12.769,0.786791,0,0.361336,0.516111,-0.0789175,-0.443052,-0.574687,0.0633494,0.361336,0.516111,-0.0710257,-0.019961
706,12.7871,0.818068,0,0.396034,0.543637,-0.00724599,-0.463721,-0.575083,0.123116,0.396034,0.543637,-0.00652139,-0.00200876
707,12.8052,0.833332,0,0.427084,0.555369,0.0733328,-0.479502,-0.562373,0.183249,0.427084,0.555369,0.0659995,0.0219235
708,12.8233,0.830158,0,0.452935,0.547249,0.159593,-0.488862,-0.536347,0.23912,0.452935,0.547249,0.143634,0.0505996
709,12.8414,0.808219,0,0.470694,0.518185,0.244392,-0.490667,-0.498525,0.286088,0.470694,0.518185,0.219952,0.0805236
710,12.8595,0.769984,0,0.479003,0.470125,0.320601,-0.484422,-0.452067,0.320351,0.479003,0.470125,0.288541,0.107498
711,12.8776,0.71885,0,0.4754,0.407582,0.378419,-0.47041,-0.40123,0.339663,0.4754,0.407582,0.340577,0.12593
712,12.8957,0.658883,0,0.459485,0.335513,0.415621,-0.449669,-0.350518,0.34364,0.459485,0.335513,0.374059,0.13368
713,12.9139,0.595571,0,0.433683,0.261715,0.428227,-0.423822,-0.303831,0.333584,0.433683,0.261715,0.385404,0.13
714,12.932,0.531593,0,0.399245,0.190684,0.414948,-0.394799,-0.263909,0.311931,0.399245,0.190684,0.373453,0.115966
715,12.9501,0.470731,0,0.358261,0.130722,0.384633,-0.364554,-0.232162,0.281592,0.358261,0.130722,0.34617,0.0964593
716,12.9682,0.41588,0,0.315269,0.0852055,0.344281,-0.334829,-0.208843,0.245398,0.315269,0.0852055,0.309853,0.0759787
717,12.9863,0.368112,0,0.273393,0.0542337,0.297001,-0.307016,-0.193397,0.205768,0.273393,0.0542337,0.267301,0.0568386
718,13.0044,0.327074,0,0.234817,0.0320314,0.24639,-0.282105,-0.184836,0.164581,0.234817,0.0320314,0.221751,0.0404996
719,13.0225,0.293779,0,0.200735,0.0203758,0.193993,-0.260715,-0.18204,0.12321,0.200735,0.0203758,0.174594,0.0272589
720,13.0406,0.267437,0,0.17107,0.0144146,0.142897,-0.243152,-0.183966,0.0826224,0.17107,0.0144146,0.128607,0.0171118
721,13.0588,0.248,1,0.145455,0.0137502,0.0936017,-0.229494,-0.189751,0.0434905,0.145455,0.0137502,0.0842415,0.00953041
722,13.0769,0.236329,1,0.125339,0.0178438,0.0463886,-0.219671,-0.198755,0.00630265,0.125339,0.0178438,0.0417497,0.00407002
723,13.095,0.232156,1,0.110267,0.0259112,0.00196592,-0.213526,-0.210552,-0.0285566,0.110267,0.0259112,0.00176933,0.000151743
724,13.1131,0.233969,1,0.0996124,0.0346861,-0.039991,-0.210877,-0.224912,-0.0607444,0.0996124,0.0346861,-0.0359919,-0.00278852
725,13.1312,0.241083,1,0.0924245,0.0444411,-0.0820726,-0.211543,-0.24175,-0.0899141,0.0924245,0.0444411,-0.0738653,-0.00530986
726,13.1493,0.252372,0,0.0875429,0.0539891,-0.121866,-0.215374,-0.261096,-0.11568,0.0875429,0.0539891,-0.109679,-0.00746794
727,13.1674,0.269886,0,0.0859526,0.0677402,-0.159324,-0.222259,-0.283043,-0.137591,0.0859526,0.0677402,-0.143392,-0.00958602
728,13.1855,0.292678,0,0.0876244,0.0839389,-0.191965,-0.232127,-0.3077,-0.1551,0.0876244,0.0839389,-0.172768,-0.0117746
729,13.2036,0.320136,0,0.0921125,0.101561,-0.223669,-0.244936,-0.335143,-0.167552,0.0921125,0.101561,-0.201302,-0.0144219
730,13.2218,0.351411,0,0.0987003,0.119635,-0.252452,-0.260657,-0.365341,-0.174161,0.0987003,0.119635,-0.227207,-0.017442
731,13.2399,0.388243,0,0.107714,0.141934,-0.278154,-0.279246,-0.398081,-0.17402,0.107714,0.141934,-0.250339,-0.0209728
