step,lt,err,locked,pred_x,pred_y,pred_z,true_x,true_y,true_z,drive_x,drive_y,drive_z,drive_xz
1067,19.3255,0.55164,0,0.0406776,-0.038654,-0.056835,0.559068,0.679312,0.301937,0.0406776,-0.038654,-0.0511515,-0.00161834
1068,19.3436,0.574282,0,0.0307269,-0.0340522,-0.102017,0.577043,0.595167,0.441141,0.0307269,-0.0340522,-0.0918156,-0.00219427
1069,19.3617,0.58598,0,0.0235891,-0.0277368,-0.145707,0.572871,0.474462,0.544368,0.0235891,-0.0277368,-0.131136,-0.00240596
1070,19.3798,0.582715,0,0.0187778,-0.022158,-0.184067,0.545536,0.335336,0.599127,0.0187778,-0.022158,-0.16566,-0.00241945
1071,19.398,0.565385,0,0.0153642,-0.0147224,-0.220513,0.497897,0.198976,0.604397,0.0153642,-0.0147224,-0.198461,-0.0023716
1072,19.4161,0.537074,0,0.0139948,-0.00872601,-0.254746,0.435816,0.0821987,0.569356,0.0139948,-0.00872601,-0.229272,-0.00249558
1073,19.4342,0.502589,0,0.0131675,-0.00271525,-0.287619,0.366376,-0.00663173,0.508004,0.0131675,-0.00271525,-0.258857,-0.00265105
1074,19.4523,0.466488,0,0.0138008,0.002721,-0.320177,0.296114,-0.0671215,0.433649,0.0138008,0.002721,-0.288159,-0.00309308
1075,19.4704,0.431233,0,0.0156785,0.00854118,-0.350739,0.229942,-0.10378,0.355916,0.0156785,0.00854118,-0.315665,-0.00384936
1076,19.4885,0.398976,0,0.0186874,0.0146362,-0.379547,0.170862,-0.12285,0.280366,0.0186874,0.0146362,-0.341592,-0.00496492
1077,19.5066,0.371034,0,0.0220466,0.022654,-0.40694,0.120207,-0.130272,0.209482,0.0220466,0.022654,-0.366246,-0.00628015
1078,19.5247,0.347015,0,0.0265245,0.0320671,-0.432352,0.0780972,-0.130798,0.143907,0.0265245,0.0320671,-0.389116,-0.00802754
1079,19.5428,0.326209,0,0.031629,0.0445182,-0.454535,0.0438924,-0.127857,0.083399,0.031629,0.0445182,-0.409082,-0.0100635
1080,19.561,0.309287,0,0.0384591,0.0584569,-0.475881,0.0165586,-0.123741,0.0274072,0.0384591,0.0584569,-0.428293,-0.0128114
1081,19.5791,0.295133,0,0.0463194,0.0739692,-0.494845,-0.00508208,-0.119888,-0.024645,0.0463194,0.0739692,-0.44536,-0.0160446
1082,19.5972,0.284343,0,0.0561929,0.0911581,-0.512583,-0.0221963,-0.117147,-0.0732466,0.0561929,0.0911581,-0.461325,-0.0201625
1083,19.6153,0.277825,0,0.0681166,0.113237,-0.528904,-0.0358547,-0.11599,-0.118776,0.0681166,0.113237,-0.476014,-0.025219
1084,19.6334,0.275737,0,0.0831339,0.141478,-0.541673,-0.0469962,-0.116662,-0.161512,0.0831339,0.141478,-0.487505,-0.031522
1085,19.6515,0.27951,0,0.100748,0.177046,-0.550731,-0.0564224,-0.119298,-0.201652,0.100748,0.177046,-0.495658,-0.0388395
1086,19.6696,0.2906,0,0.122517,0.219425,-0.556063,-0.064809,-0.123991,-0.239332,0.122517,0.219425,-0.500456,-0.0476888
1087,19.6877,0.310688,0,0.148238,0.271639,-0.555272,-0.0727272,-0.13085,-0.274631,0.148238,0.271639,-0.499745,-0.0576186
1088,19.7059,0.338917,0,0.178919,0.330339,-0.544157,-0.0806675,-0.140024,-0.307583,0.178919,0.330339,-0.489741,-0.0681522
1089,19.724,0.376667,0,0.215152,0.396437,-0.518713,-0.0890647,-0.15173,-0.338163,0.215152,0.396437,-0.466842,-0.0781214
1090,19.7421,0.426847,0,0.258821,0.471391,-0.47781,-0.0983218,-0.166267,-0.366287,0.258821,0.471391,-0.430029,-0.0865672
1091,19.7602,0.490251,0,0.308973,0.55474,-0.41834,-0.108831,-0.184024,-0.391785,0.308973,0.55474,-0.376506,-0.090479
1092,19.7783,0.565002,0,0.366211,0.63921,-0.331909,-0.120993,-0.205487,-0.41438,0.366211,0.63921,-0.298718,-0.085084
1093,19.7964,0.649015,0,0.425719,0.717664,-0.213245,-0.135233,-0.23124,-0.433645,0.425719,0.717664,-0.191921,-0.0635479
1094,19.8145,0.738358,0,0.487501,0.775181,-0.0605025,-0.152014,-0.261952,-0.448951,0.487501,0.775181,-0.0544522,-0.0206465
1095,19.8326,0.826831,0,0.547185,0.79561,0.121304,-0.171841,-0.298348,-0.459392,0.547185,0.79561,0.109174,0.0464631
1096,19.8508,0.898277,0,0.592113,0.754899,0.310528,-0.195262,-0.341149,-0.463696,0.592113,0.754899,0.279476,0.128708
1097,19.8689,0.943598,0,0.615308,0.650582,0.480008,-0.222844,-0.390953,-0.460117,0.615308,0.650582,0.432007,0.206747
1098,19.887,0.958829,0,0.611407,0.501831,0.604835,-0.255135,-0.448031,-0.44632,0.611407,0.501831,0.544351,0.25886
1099,19.9051,0.940347,0,0.577416,0.330436,0.669805,-0.292578,-0.511995,-0.419313,0.577416,0.330436,0.602825,0.270729
1100,19.9232,0.889746,0,0.521146,0.166662,0.664647,-0.335364,-0.581306,-0.375488,0.521146,0.166662,0.598182,0.242465
1101,19.9413,0.820427,0,0.446743,0.0333096,0.616421,-0.383212,-0.652612,-0.310934,0.446743,0.0333096,0.554779,0.192767
1102,19.9594,0.742048,0,0.365237,-0.0648189,0.540749,-0.435061,-0.720044,-0.222211,0.365237,-0.0648189,0.486674,0.138251
1103,19.9775,0.66602,0,0.283717,-0.129142,0.45546,-0.4887,-0.774781,-0.107807,0.283717,-0.129142,0.409914,0.0904553
1104,19.9956,0.603091,0,0.209818,-0.161523,0.366664,-0.54047,-0.805516,0.029772,0.209818,-0.161523,0.329998,0.0538529
1105,20.0138,0.556457,0,0.143692,-0.178308,0.283653,-0.585246,-0.800583,0.181884,0.143692,-0.178308,0.255287,0.028531
1106,20.0319,0.527021,0,0.0882807,-0.184842,0.213891,-0.616988,-0.751979,0.333079,0.0882807,-0.184842,0.192502,0.0132177
1107,20.05,0.508038,0,0.0419794,-0.184759,0.152369,-0.630019,-0.660003,0.463607,0.0419794,-0.184759,0.137132,0.00447745
1108,20.0681,0.493207,0,0.00502652,-0.183703,0.0923507,-0.620741,-0.535583,0.555335,0.00502652,-0.183703,0.0831156,0.000324942
1109,20.0862,0.475951,0,-0.0259844,-0.180703,0.0366747,-0.589016,-0.39768,0.598373,-0.0259844,-0.180703,0.0330072,-0.000667077
1110,20.1043,0.452183,0,-0.0500231,-0.177853,-0.0116775,-0.538404,-0.266553,0.594148,-0.0500231,-0.177853,-0.0105098,0.000408902
1111,20.1224,0.423053,0,-0.0696276,-0.176975,-0.0569745,-0.475057,-0.157007,0.553067,-0.0696276,-0.176975,-0.051277,0.00277689
1112,20.1405,0.38936,0,-0.086238,-0.180791,-0.0954052,-0.405919,-0.0754297,0.488982,-0.086238,-0.180791,-0.0858647,0.00575928
1113,20.1587,0.357017,0,-0.102347,-0.190367,-0.13216,-0.337117,-0.0209819,0.41426,-0.102347,-0.190367,-0.118944,0.00946834
1114,20.1768,0.32876,0,-0.116273,-0.201899,-0.16673,-0.273085,0.0112628,0.337473,-0.116273,-0.201899,-0.150057,0.0135703
1115,20.1949,0.305637,0,-0.12932,-0.217695,-0.197672,-0.216411,0.0274338,0.263382,-0.12932,-0.217695,-0.177904,0.0178941
1116,20.213,0.288192,0,-0.142504,-0.238719,-0.223853,-0.168136,0.0331301,0.194005,-0.142504,-0.238719,-0.201468,0.02233
1117,20.2311,0.277269,0,-0.15885,-0.264337,-0.246307,-0.128207,0.0327395,0.129778,-0.15885,-0.264337,-0.221676,0.027388
1118,20.2492,0.271781,0,-0.17701,-0.292079,-0.263786,-0.0959023,0.0293827,0.0703993,-0.17701,-0.292079,-0.237407,0.0326849
1119,20.2673,0.270558,0,-0.197322,-0.321897,-0.272794,-0.0701713,0.0251244,0.0153283,-0.197322,-0.321897,-0.245515,0.0376798
1120,20.2854,0.275532,0,-0.219525,-0.355602,-0.274619,-0.0498556,0.0212464,-0.0359754,-0.219525,-0.355602,-0.247157,0.0421999
1121,20.3036,0.28845,0,-0.244844,-0.394627,-0.269473,-0.0338283,0.0184951,-0.0839649,-0.244844,-0.394627,-0.242526,0.0461853
1122,20.3217,0.30906,0,-0.272403,-0.437771,-0.256724,-0.0210657,0.0172757,-0.12899,-0.272403,-0.437771,-0.231051,0.0489527
1123,20.3398,0.337236,0,-0.30357,-0.48368,-0.233929,-0.0106769,0.017795,-0.171311,-0.30357,-0.48368,-0.210536,0.0497095
1124,20.3579,0.372488,0,-0.337302,-0.530811,-0.197664,-0.00190529,0.0201616,-0.211116,-0.337302,-0.530811,-0.177898,0.0466709
1125,20.376,0.414174,0,-0.373636,-0.575588,-0.145901,0.00588449,0.0244538,-0.248537,-0.373636,-0.575588,-0.131311,0.0381599
1126,20.3941,0.462276,0,-0.411856,-0.61566,-0.0774137,0.0132278,0.0307651,-0.283659,-0.411856,-0.61566,-0.0696723,0.0223183
1127,20.4122,0.513828,0,-0.449451,-0.644186,0.00606185,0.0205835,0.0392338,-0.316523,-0.449451,-0.644186,0.00545567,-0.00190715
1128,20.4303,0.563538,0,-0.482998,-0.65196,0.0983,0.0283585,0.0500633,-0.347126,-0.482998,-0.65196,0.08847,-0.0332351
1129,20.4484,0.607977,0,-0.508277,-0.635517,0.192911,0.0369299,0.0635365,-0.375406,-0.508277,-0.635517,0.17362,-0.0686364
1130,20.4666,0.645553,0,-0.524485,-0.597217,0.28093,0.0466661,0.0800264,-0.401231,-0.524485,-0.597217,0.252837,-0.103141
1131,20.4847,0.673705,0,-0.529364,-0.536563,0.357602,0.0579452,0.100003,-0.424373,-0.529364,-0.536563,0.321842,-0.132511
1132,20.5028,0.690501,0,-0.521085,-0.461402,0.413935,0.0711717,0.124038,-0.444474,-0.521085,-0.461402,0.372542,-0.150987
1133,20.5209,0.693909,0,-0.499692,-0.379348,0.443099,0.0867893,0.1528,-0.460996,-0.499692,-0.379348,0.398789,-0.154989
1134,20.539,0.684877,0,-0.467038,-0.299034,0.445186,0.10529,0.187035,-0.473153,-0.467038,-0.299034,0.400667,-0.145543
1135,20.5571,0.666092,0,-0.426112,-0.226431,0.42504,0.127217,0.227523,-0.479829,-0.426112,-0.226431,0.382536,-0.12678
1136,20.5752,0.640995,0,-0.38124,-0.169282,0.386372,0.153153,0.274992,-0.479462,-0.38124,-0.169282,0.347734,-0.10311
1137,20.5933,0.613244,0,-0.335463,-0.126353,0.336594,0.183688,0.329947,-0.469928,-0.335463,-0.126353,0.302935,-0.0790405
1138,20.6115,0.587501,0,-0.291279,-0.0979677,0.282509,0.219358,0.392396,-0.448427,-0.291279,-0.0979677,0.254258,-0.0576021
1139,20.6296,0.567172,0,-0.251035,-0.0801139,0.228948,0.26052,0.461409,-0.411455,-0.251035,-0.0801139,0.206053,-0.0402317
1140,20.6477,0.554483,0,-0.216196,-0.0731798,0.173414,0.307166,0.534492,-0.354963,-0.216196,-0.0731798,0.156073,-0.026244
1141,20.6658,0.552247,0,-0.187127,-0.0720846,0.120265,0.358627,0.606821,-0.274917,-0.187127,-0.0720846,0.108239,-0.0157534
1142,20.6839,0.561575,0,-0.1638,-0.0761364,0.0673014,0.413209,0.670562,-0.168494,-0.1638,-0.0761364,0.0605713,-0.0077168
1143,20.702,0.580743,0,-0.145376,-0.0807844,0.0170442,0.467809,0.714812,-0.0360509,-0.145376,-0.0807844,0.0153397,-0.00173447
1144,20.7201,0.607413,0,-0.130416,-0.0888173,-0.0293687,0.517714,0.726975,0.116448,-0.130416,-0.0888173,-0.0264319,0.0026811
1145,20.7382,0.63653,0,-0.121055,-0.100535,-0.0721859,0.556883,0.696242,0.275751,-0.121055,-0.100535,-0.0649673,0.00611692
1146,20.7564,0.659065,0,-0.115413,-0.11424,-0.110419,0.578974,0.618631,0.422336,-0.115413,-0.11424,-0.099377,0.00892064
1147,20.7745,0.668522,0,-0.113512,-0.128441,-0.146429,0.579056,0.501026,0.535396,-0.113512,-0.128441,-0.131786,0.011635
1148,20.7926,0.661503,0,-0.113477,-0.143436,-0.181537,0.55537,0.36076,0.600247,-0.113477,-0.143436,-0.163384,0.0144202
1149,20.8107,0.636677,0,-0.116068,-0.157567,-0.211847,0.510162,0.219747,0.61371,-0.116068,-0.157567,-0.190662,0.0172121
1150,20.8288,0.599462,0,-0.121723,-0.17283,-0.240636,0.449033,0.0965385,0.583829,-0.121723,-0.17283,-0.216572,0.0205036
1151,20.8469,0.554165,0,-0.12969,-0.190429,-0.266245,0.379183,0.00125987,0.524703,-0.12969,-0.190429,-0.239621,0.0241705
1152,20.865,0.506818,0,-0.139602,-0.213167,-0.290202,0.307508,-0.0645801,0.450479,-0.139602,-0.213167,-0.261182,0.028359
1153,20.8831,0.46011,0,-0.15281,-0.2378,-0.309222,0.239346,-0.105116,0.371742,-0.15281,-0.2378,-0.2783,0.0330765
1154,20.9012,0.417446,0,-0.16802,-0.268367,-0.324043,0.178065,-0.126707,0.294779,-0.16802,-0.268367,-0.291639,0.0381121
1155,20.9194,0.380839,0,-0.187042,-0.303163,-0.333848,0.125254,-0.13561,0.222489,-0.187042,-0.303163,-0.300464,0.0437107
1156,20.9375,0.351655,0,-0.208761,-0.344967,-0.337897,0.0811795,-0.13692,0.155696,-0.208761,-0.344967,-0.304107,0.0493777
1157,20.9556,0.32967,0,-0.234534,-0.390278,-0.332711,0.0452676,-0.134343,0.0942019,-0.234534,-0.390278,-0.29944,0.0546225
1158,20.9737,0.316405,0,-0.263485,-0.440722,-0.317016,0.0164926,-0.130379,0.0374352,-0.263485,-0.440722,-0.285314,0.0584701
1159,20.9918,0.313224,0,-0.297334,-0.494026,-0.28845,-0.00634714,-0.126605,-0.0152186,-0.297334,-0.494026,-0.259605,0.0600362
1160,21.0099,0.321379,0,-0.334633,-0.549591,-0.244519,-0.024458,-0.123963,-0.0642852,-0.334633,-0.549591,-0.220068,0.057277
1161,21.028,0.340599,0,-0.375627,-0.602258,-0.180653,-0.0389567,-0.12298,-0.11017,-0.375627,-0.602258,-0.162588,0.0475008
1162,21.0461,0.370437,0,-0.417723,-0.647465,-0.0985899,-0.0508279,-0.123939,-0.15317,-0.417723,-0.647465,-0.0887309,0.0288283
1163,21.0643,0.40663,0,-0.45839,-0.674787,0.00141884,-0.0609163,-0.127,-0.193488,-0.45839,-0.674787,0.00127695,-0.000455266
1164,21.0824,0.447497,0,-0.494753,-0.683195,0.110469,-0.0699364,-0.132275,-0.23126,-0.494753,-0.683195,0.0994225,-0.0382585
1165,21.1005,0.48633,0,-0.524267,-0.663717,0.219691,-0.0784944,-0.139885,-0.266557,-0.524267,-0.663717,0.197722,-0.0806237
1166,21.1186,0.518871,0,-0.542297,-0.613403,0.321688,-0.087112,-0.149998,-0.299395,-0.542297,-0.613403,0.289519,-0.122115
1167,21.1367,0.543486,0,-0.545106,-0.537438,0.40807,-0.096253,-0.162848,-0.329727,-0.545106,-0.537438,0.367263,-0.155709
1168,21.1548,0.556635,0,-0.531815,-0.445897,0.465457,-0.106347,-0.178753,-0.357428,-0.531815,-0.445897,0.418911,-0.173276
1169,21.1729,0.558677,0,-0.504884,-0.351974,0.49114,-0.117812,-0.198121,-0.382282,-0.504884,-0.351974,0.442026,-0.173578
1170,21.191,0.547265,0,-0.465917,-0.259645,0.482014,-0.131072,-0.221456,-0.403942,-0.465917,-0.259645,0.433813,-0.157205
1171,21.2092,0.528847,0,-0.418554,-0.183018,0.450274,-0.146576,-0.249348,-0.421888,-0.418554,-0.183018,0.405247,-0.131925
1172,21.2273,0.506234,0,-0.364253,-0.120338,0.402937,-0.164804,-0.282455,-0.435369,-0.364253,-0.120338,0.362643,-0.10274
1173,21.2454,0.483078,0,-0.311269,-0.0749953,0.346438,-0.186271,-0.321459,-0.443323,-0.311269,-0.0749953,0.311794,-0.0754849
1174,21.2635,0.459948,0,-0.263541,-0.0522433,0.285714,-0.211519,-0.366973,-0.444284,-0.263541,-0.0522433,0.257143,-0.0527082
1175,21.2816,0.440025,0,-0.221156,-0.0406322,0.224792,-0.241084,-0.419389,-0.436276,-0.221156,-0.0406322,0.202313,-0.0347998
1176,21.2997,0.425,0,-0.185636,-0.0385351,0.166475,-0.275436,-0.478625,-0.416733,-0.185636,-0.0385351,0.149827,-0.0216325
1177,21.3178,0.418205,0,-0.155513,-0.038461,0.111477,-0.314872,-0.543726,-0.382486,-0.155513,-0.038461,0.100329,-0.0121353
1178,21.3359,0.420011,0,-0.130146,-0.0414474,0.0584046,-0.359337,-0.61232,-0.329929,-0.130146,-0.0414474,0.0525642,-0.00532081
1179,21.354,0.432034,0,-0.111239,-0.0460138,0.0088266,-0.408173,-0.67997,-0.255537,-0.111239,-0.0460138,0.00794394,-0.000687303
1180,21.3722,0.452404,0,-0.0970715,-0.0551351,-0.0389099,-0.459797,-0.739616,-0.156913,-0.0970715,-0.0551351,-0.035019,0.00264393
1181,21.3903,0.482846,0,-0.0862837,-0.0630204,-0.0835852,-0.51138,-0.781563,-0.0344793,-0.0862837,-0.0630204,-0.0752267,0.00504843
1182,21.4084,0.519066,0,-0.0788349,-0.0705713,-0.125298,-0.55868,-0.794669,0.10648,-0.0788349,-0.0705713,-0.112768,0.00691451
1183,21.4265,0.554923,0,-0.0744412,-0.0787855,-0.163609,-0.596288,-0.769266,0.254398,-0.0744412,-0.0787855,-0.147248,0.00852547
1184,21.4446,0.58456,0,-0.0726925,-0.0882661,-0.200534,-0.618491,-0.701385,0.392188,-0.0726925,-0.0882661,-0.180481,0.0102041
1185,21.4627,0.602454,0,-0.0733526,-0.0975913,-0.233955,-0.620724,-0.596278,0.501265,-0.0733526,-0.0975913,-0.210559,0.0120128
1186,21.4808,0.605535,0,-0.0752833,-0.10912,-0.265581,-0.601103,-0.468442,0.567737,-0.0752833,-0.10912,-0.239023,0.0139957
1187,21.4989,0.593023,0,-0.0789393,-0.119701,-0.293133,-0.561247,-0.337077,0.587297,-0.0789393,-0.119701,-0.26382,0.0161978
1188,21.5171,0.569234,0,-0.0829929,-0.130902,-0.320597,-0.505871,-0.219389,0.565646,-0.0829929,-0.130902,-0.288538,0.0186251
1189,21.5352,0.53664,0,-0.0893633,-0.144024,-0.345472,-0.441356,-0.125773,0.514594,-0.0893633,-0.144024,-0.310924,0.0216107
1190,21.5533,0.500954,0,-0.0976736,-0.161369,-0.369178,-0.374084,-0.0589707,0.446896,-0.0976736,-0.161369,-0.33226,0.0252412
1191,21.5714,0.465688,0,-0.10915,-0.182068,-0.390862,-0.309217,-0.0162264,0.372725,-0.10915,-0.182068,-0.351776,0.0298639
1192,21.5895,0.433376,0,-0.121384,-0.207133,-0.409001,-0.250202,0.00777756,0.298575,-0.121384,-0.207133,-0.368101,0.0347524
1193,21.6076,0.404334,0,-0.13603,-0.234827,-0.422019,-0.19884,0.0186906,0.227783,-0.13603,-0.234827,-0.379817,0.0401851
1194,21.6257,0.380929,0,-0.153057,-0.268343,-0.431191,-0.155649,0.021335,0.161599,-0.153057,-0.268343,-0.388072,0.0461977
1195,21.6438,0.362975,0,-0.174311,-0.307243,-0.434334,-0.120287,0.0193485,0.100149,-0.174311,-0.307243,-0.390901,0.0529964
1196,21.662,0.352582,0,-0.19946,-0.353249,-0.431887,-0.0919243,0.0152521,0.0430714,-0.19946,-0.353249,-0.388698,0.0603009
1197,21.6801,0.349418,0,-0.22914,-0.405776,-0.419222,-0.0695094,0.0106765,-0.0101219,-0.22914,-0.405776,-0.3773,0.0672423
1198,21.6982,0.355819,0,-0.264082,-0.465588,-0.394338,-0.0519507,0.00660778,-0.0598927,-0.264082,-0.465588,-0.354904,0.0728962
1199,21.7163,0.372097,0,-0.303936,-0.528962,-0.35389,-0.0382191,0.00359849,-0.106621,-0.303936,-0.528962,-0.318501,0.0752919
1200,21.7344,0.399464,0,-0.347718,-0.593926,-0.295746,-0.0273994,0.00192925,-0.150605,-0.347718,-0.593926,-0.266171,0.0719851
1201,21.7525,0.437586,0,-0.395182,-0.655635,-0.216286,-0.0187073,0.00172594,-0.192068,-0.395182,-0.655635,-0.194657,0.0598305
1202,21.7706,0.48494,0,-0.44412,-0.706963,-0.11193,-0.011486,0.00304077,-0.231186,-0.44412,-0.706963,-0.100737,0.0347974
1203,21.7887,0.538667,0,-0.492152,-0.738798,0.0125712,-0.00519054,0.00590681,-0.268088,-0.492152,-0.738798,0.011314,-0.00433084
1204,21.8068,0.594015,0,-0.534859,-0.74012,0.153816,0.000632283,0.0103738,-0.302876,-0.534859,-0.74012,0.138435,-0.0575891
1205,21.825,0.644152,0,-0.566558,-0.702578,0.29639,0.00636601,0.0165318,-0.335618,-0.566558,-0.702578,0.266751,-0.117545
1206,21.8431,0.680513,0,-0.581722,-0.621198,0.420673,0.0123461,0.0245274,-0.366356,-0.581722,-0.621198,0.378605,-0.1713
1207,21.8612,0.700668,0,-0.57498,-0.510383,0.512183,0.01888,0.0345756,-0.395097,-0.57498,-0.510383,0.460965,-0.206146
1208,21.8793,0.703555,0,-0.548899,-0.38566,0.561551,0.0262656,0.0469702,-0.421802,-0.548899,-0.38566,0.505396,-0.215764
1209,21.8974,0.685295,0,-0.505185,-0.261918,0.559759,0.0348082,0.0620936,-0.446378,-0.505185,-0.261918,0.503783,-0.197947
1210,21.9155,0.653938,0,-0.447861,-0.157209,0.523157,0.0448363,0.0804261,-0.468652,-0.447861,-0.157209,0.470841,-0.164011
1211,21.9336,0.618263,0,-0.383975,-0.0786682,0.470669,0.0567155,0.102555,-0.48834,-0.383975,-0.0786682,0.423602,-0.126507
1212,21.9517,0.577621,0,-0.319488,-0.0232146,0.403479,0.070862,0.129177,-0.505005,-0.319488,-0.0232146,0.363131,-0.0902345
1213,21.9699,0.53779,0,-0.259121,0.010677,0.333299,0.0877534,0.161098,-0.517997,-0.259121,0.010677,0.299969,-0.0604553
1214,21.988,0.499991,0,-0.20546,0.0267693,0.262321,0.107935,0.199206,-0.526362,-0.20546,0.0267693,0.236089,-0.0377275
1215,22.0061,0.465075,0,-0.158748,0.0317627,0.191759,0.132017,0.244417,-0.528739,-0.158748,0.0317627,0.172583,-0.0213089
1216,22.0242,0.439067,0,-0.121679,0.0306731,0.130544,0.160661,0.297553,-0.523214,-0.121679,0.0306731,0.11749,-0.0111192
1217,22.0423,0.420494,0,-0.0915893,0.028449,0.0752696,0.194531,0.359124,-0.50717,-0.0915893,0.028449,0.0677427,-0.00482573
1218,22.0604,0.408553,0,-0.0659649,0.0273533,0.0222053,0.234206,0.428947,-0.477162,-0.0659649,0.0273533,0.0199848,-0.00102534
1219,22.0785,0.407007,0,-0.0458377,0.0265418,-0.0272485,0.280017,0.505555,-0.428908,-0.0458377,0.0265418,-0.0245236,0.000874306
1220,22.0966,0.419743,0,-0.0297903,0.0222342,-0.0735062,0.331786,0.585362,-0.357586,-0.0297903,0.0222342,-0.0661556,0.00153284
1221,22.1148,0.445866,0,-0.017955,0.0209156,-0.115106,0.38844,0.661703,-0.258719,-0.017955,0.0209156,-0.103596,0.00144671
1222,22.1329,0.484572,0,-0.00815258,0.0197759,-0.155289,0.447546,0.724138,-0.129957,-0.00815258,0.0197759,-0.13976,0.000886205
1223,22.151,0.531865,0,-0.000323216,0.0212989,-0.196045,0.504885,0.758876,0.0261833,-0.000323216,0.0212989,-0.176441,4.43555e-05
1224,22.1691,0.583669,0,0.00667924,0.0212282,-0.235154,0.554372,0.751425,0.199418,0.00667924,0.0212282,-0.211638,-0.00109945
1225,22.1872,0.629377,0,0.0125004,0.0230132,-0.268723,0.588744,0.691937,0.370674,0.0125004,0.0230132,-0.241851,-0.00235141
1226,22.2053,0.662098,0,0.0180096,0.0286836,-0.3027,0.601205,0.58145,0.515501,0.0180096,0.0286836,-0.27243,-0.00381604
1227,22.2234,0.675902,0,0.0243806,0.0393939,-0.334846,0.587675,0.434748,0.612214,0.0243806,0.0393939,-0.301362,-0.00571463
1228,22.2415,0.671461,0,0.0311282,0.0480363,-0.365677,0.548507,0.276208,0.650608,0.0311282,0.0480363,-0.329109,-0.00796801
1229,22.2596,0.649161,0,0.0376452,0.0590697,-0.392404,0.488567,0.130313,0.635129,0.0376452,0.0590697,-0.353164,-0.0103405
1230,22.2778,0.615456,0,0.0460768,0.0716178,-0.417651,0.41558,0.0131802,0.580553,0.0460768,0.0716178,-0.375886,-0.0134708
1231,22.2959,0.575762,0,0.054659,0.0871489,-0.438965,0.337759,-0.070065,0.504244,0.054659,0.0871489,-0.395069,-0.0167954
1232,22.314,0.536438,0,0.0655118,0.104565,-0.458986,0.261917,-0.122607,0.420283,0.0655118,0.104565,-0.413087,-0.0210483
1233,22.3321,0.500877,0,0.0774938,0.127979,-0.475722,0.192626,-0.151534,0.337451,0.0774938,0.127979,-0.42815,-0.0258059
1234,22.3502,0.470942,0,0.0925656,0.154875,-0.489596,0.132261,-0.16443,0.259955,0.0925656,0.154875,-0.440636,-0.0317238
1235,22.3683,0.447352,0,0.1095,0.188279,-0.498597,0.0814888,-0.167666,0.189074,0.1095,0.188279,-0.448737,-0.0382174
1236,22.3864,0.431178,0,0.13106,0.227721,-0.503454,0.0398579,-0.165934,0.124608,0.13106,0.227721,-0.453109,-0.0461879
1237,22.4045,0.422352,0,0.155855,0.276118,-0.500288,0.00629349,-0.162412,0.0658105,0.155855,0.276118,-0.450259,-0.0545808
1238,22.4227,0.421999,0,0.186349,0.332062,-0.48832,-0.020546,-0.159118,0.0118672,0.186349,0.332062,-0.439488,-0.0636987
1239,22.4408,0.432,0,0.221941,0.397238,-0.465355,-0.0420445,-0.157266,-0.0379098,0.221941,0.397238,-0.418819,-0.0722968
1240,22.4589,0.452478,0,0.264298,0.468088,-0.427448,-0.0595029,-0.157553,-0.0840326,0.264298,0.468088,-0.384703,-0.0790816
1241,22.477,0.484881,0,0.311824,0.544887,-0.36979,-0.0740811,-0.160369,-0.126849,0.311824,0.544887,-0.332811,-0.0807167
1242,22.4951,0.52828,0,0.364857,0.620578,-0.287569,-0.086783,-0.165946,-0.166571,0.364857,0.620578,-0.258812,-0.0734449
1243,22.5132,0.581642,0,0.420662,0.688421,-0.173755,-0.0984655,-0.174455,-0.203297,0.420662,0.688421,-0.156379,-0.0511644
1244,22.5313,0.640936,0,0.476911,0.733858,-0.0325199,-0.109861,-0.186074,-0.237022,0.476911,0.733858,-0.0292679,-0.0108564
1245,22.5494,0.700693,0,0.528428,0.744674,0.127352,-0.121606,-0.201024,-0.267642,0.528428,0.744674,0.114617,0.0471076
1246,22.5676,0.754575,0,0.568174,0.711045,0.295521,-0.134265,-0.219591,-0.294943,0.568174,0.711045,0.265969,0.117535
1247,22.5857,0.793571,0,0.590926,0.626643,0.448212,-0.148362,-0.242129,-0.31857,0.590926,0.626643,0.403391,0.185402
1248,22.6038,0.808766,0,0.589062,0.495107,0.562368,-0.164393,-0.269058,-0.338001,0.589062,0.495107,0.506131,0.231889
1249,22.6219,0.799438,0,0.559735,0.341517,0.623865,-0.182846,-0.300825,-0.352492,0.559735,0.341517,0.561478,0.244439
1250,22.64,0.769579,0,0.508481,0.193224,0.632353,-0.204199,-0.337858,-0.361021,0.508481,0.193224,0.569118,0.225078
1251,22.6581,0.72338,0,0.443351,0.0676303,0.595433,-0.228914,-0.380464,-0.362224,0.443351,0.0676303,0.53589,0.18479
1252,22.6762,0.666537,0,0.367863,-0.0285205,0.529823,-0.2574,-0.428677,-0.354334,0.367863,-0.0285205,0.476841,0.136432
1253,22.6943,0.608336,0,0.292791,-0.0896996,0.450141,-0.289955,-0.482024,-0.335165,0.292791,-0.0896996,0.405127,0.0922581
1254,22.7124,0.553314,0,0.2244,-0.127627,0.365216,-0.326666,-0.5392,-0.302169,0.2244,-0.127627,0.328695,0.0573682
1255,22.7306,0.508304,0,0.161588,-0.145689,0.286918,-0.367256,-0.597659,-0.252682,0.161588,-0.145689,0.258226,0.0324537
